SPAC17C9.01c	PomBase:SPAC17C9.01c	nuc2	chromosome_1	anaphase-promoting complex TPR lobe subcomplex subunit Apc3	P10505	protein coding gene	apc3,SPAC1851.01
SPAC17C9.02c	PomBase:SPAC17C9.02c	lys7	chromosome_1	alpha-aminoadipate reductase phosphopantetheinyl transferase Lys7	Q10474	protein coding gene	
SPAC17C9.03	PomBase:SPAC17C9.03	tif471	chromosome_1	translation initiation factor eIF4G	Q10475	protein coding gene	
SPAC17C9.05c	PomBase:SPAC17C9.05c	pmc3	chromosome_1	mediator complex subunit Med27	Q10477	protein coding gene	prk1,med27
SPAC17C9.06	PomBase:SPAC17C9.06	sam50	chromosome_1	mitochondrial sorting and assembly machinery complex subunit Sam50	Q10478	protein coding gene	
SPAC17C9.07	PomBase:SPAC17C9.07	alg8	chromosome_1	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase Alg8	Q10479	protein coding gene	
SPAC17C9.08	PomBase:SPAC17C9.08	pnu1	chromosome_1	mitochondrial endodeoxyribonuclease Pnu1	Q10480	protein coding gene	nuc1,end1
SPAC17C9.09c	PomBase:SPAC17C9.09c	tim13	chromosome_1	Tim8-Tim13 mitochondrial intermembrane space protein transporter complex subunit Tim13	Q10481	protein coding gene	
SPAC17C9.10	PomBase:SPAC17C9.10	stm1	chromosome_1	vacuolar amino acid transmembrane transporter Stm1	Q10482	protein coding gene	
SPAC17C9.11c	PomBase:SPAC17C9.11c		chromosome_1	zf-C2H2 type zinc finger protein/UBA domain protein	Q10483	protein coding gene	
SPAC17C9.12	PomBase:SPAC17C9.12	scs22	chromosome_1	VAP family protein Scs22	Q10484	protein coding gene	
SPAC17C9.13c	PomBase:SPAC17C9.13c	cut8	chromosome_1	tethering factor for nuclear proteasome Cut8	P38937	protein coding gene	
SPAC17C9.14	PomBase:SPAC17C9.14	pex19	chromosome_1	Pex19 protein	Q10485	protein coding gene	
SPAC17C9.15c	PomBase:SPAC17C9.15c	dhm2	chromosome_1	Schizosaccharomyces specific protein Dhm2	Q10486	protein coding gene	
SPAC17C9.16c	PomBase:SPAC17C9.16c	mfs1	chromosome_1	plasma membrane xenobiotic transmembrane transporter Mfs1	Q10487	protein coding gene	SPAC9E9.16
SPAC17D4.01	PomBase:SPAC17D4.01	pex7	chromosome_1	peroxin-7	P78798	protein coding gene	SPAC1834.12
SPAC17D4.02	PomBase:SPAC17D4.02	cdc45	chromosome_1	DNA replication pre-initiation complex subunit Cdc45	O74113	protein coding gene	sna41,goa1
SPAC17D4.03c	PomBase:SPAC17D4.03c	cis4	chromosome_1	Golgi zinc importer, CDF family, Cis4	Q9HGQ3	protein coding gene	
SPAC17D4.04	PomBase:SPAC17D4.04	trm401	chromosome_1	tRNA (cytosine-5-)-methyltransferase	Q9HGQ2	protein coding gene	SPAC458.01,trm4,trm4a
SPAC17G6.02c	PomBase:SPAC17G6.02c	tco1	chromosome_1	RTA1-like protein	O13780	protein coding gene	
SPAC17G6.03	PomBase:SPAC17G6.03		chromosome_1	5'-nucleotidase, human NT5E family	O13781	protein coding gene	
SPAC17G6.04c	PomBase:SPAC17G6.04c	cpp1	chromosome_1	protein farnesyltransferase beta subunit Cpp1	O13782	protein coding gene	
SPAC17G6.05c	PomBase:SPAC17G6.05c	bro1	chromosome_1	BRO1 domain protein Bro1	O13783	protein coding gene	
SPAC17G6.06	PomBase:SPAC17G6.06	rps2401	chromosome_1	40S ribosomal protein S24	O13784	protein coding gene	rps24-1,rps24
SPAC17G6.07c	PomBase:SPAC17G6.07c	use1	chromosome_1	SNARE Use1	O13785	protein coding gene	
SPAC17G6.08	PomBase:SPAC17G6.08	pep7	chromosome_1	prevacuole/endosomal FYVE tethering component Pep7	O13786	protein coding gene	vac1
SPAC17G6.09	PomBase:SPAC17G6.09	sec62	chromosome_1	ER protein translocation subcomplex subunit Sec62	O13787	protein coding gene	
SPAC17G6.10	PomBase:SPAC17G6.10	ssr1	chromosome_1	SWI/SNF and RSC complex subunit Ssr1	O13788	protein coding gene	
SPAC17G6.11c	PomBase:SPAC17G6.11c	gls1	chromosome_1	Glcoside Hydrolase family protein Gls1	O13789	protein coding gene	
SPAC17G6.12	PomBase:SPAC17G6.12	cul1	chromosome_1	cullin 1	O13790	protein coding gene	pcu1
SPAC17G6.13	PomBase:SPAC17G6.13	slt1	chromosome_1	Schizosaccharomyces specific protein Slt1	O13791	protein coding gene	
SPAC17G6.14c	PomBase:SPAC17G6.14c	uap56	chromosome_1	TREX complex subunit, ATP-dependent RNA helicase Uap56	O13792	protein coding gene	
SPAC17G6.15c	PomBase:SPAC17G6.15c	fsf1	chromosome_1	mitochondrial carrier, serine Fsf1	O13793	protein coding gene	
SPAC17G6.16c	PomBase:SPAC17G6.16c	ysh1	chromosome_1	mRNA cleavage and polyadenylation specificity factor complex endoribonuclease subunit Ysh1	O13794	protein coding gene	
SPAC17G6.17	PomBase:SPAC17G6.17	pof8	chromosome_1	LARP7 family RNA-binding protein Pof8/Lar7	O13795	protein coding gene	lar7
SPAC17G8.01c	PomBase:SPAC17G8.01c	trl1	chromosome_1	tRNA ligase Trl1	Q10313	protein coding gene	SPAC6C3.10c
SPAC17G8.02	PomBase:SPAC17G8.02	urh2	chromosome_1	uridine ribohydrolase Urh2	Q10314	protein coding gene	
SPAC17G8.03c	PomBase:SPAC17G8.03c	bur6	chromosome_1	transcription regulator complex subunit Bur6	Q10315	protein coding gene	dpb3
SPAC17G8.04c	PomBase:SPAC17G8.04c	arc5	chromosome_1	ARP2/3 actin-organizing complex subunit Arc5	Q10316	protein coding gene	arc15
SPAC17G8.05	PomBase:SPAC17G8.05	med20	chromosome_1	mediator complex subunit Med20	Q10317	protein coding gene	
SPAC17G8.06c	PomBase:SPAC17G8.06c	ilv3	chromosome_1	dihydroxy-acid dehydratase Ilv3	Q10318	protein coding gene	
SPAC17G8.07	PomBase:SPAC17G8.07	yaf9	chromosome_1	NuA4 and Swr1 complex YEATS family subunit Yaf9	Q10319	protein coding gene	
SPAC17G8.08c	PomBase:SPAC17G8.08c	gdt2	chromosome_1	Golgi Ca(2+)/H(+) antiporter Gdt2	Q10320	protein coding gene	
SPAC17G8.09	PomBase:SPAC17G8.09	shg1	chromosome_1	Set1C complex subunit Shg1	Q10321	protein coding gene	
SPAC17G8.10c	PomBase:SPAC17G8.10c	dma1	chromosome_1	mitotic spindle checkpoint ubiquitin ligase Dma1	Q10322	protein coding gene	
SPAC17G8.11c	PomBase:SPAC17G8.11c	imt3	chromosome_1	mannosyltransferase Imt3	Q10323	protein coding gene	
SPAC17G8.12	PomBase:SPAC17G8.12	sec3	chromosome_1	exocyst complex subunit Sec3	Q10324	protein coding gene	
SPAC17G8.13c	PomBase:SPAC17G8.13c	mst2	chromosome_1	histone acetyltransferase Mst2	Q10325	protein coding gene	
SPAC17G8.14c	PomBase:SPAC17G8.14c	pck1	chromosome_1	protein kinase C (PKC)-like Pck1	P36582	protein coding gene	SPAC22H10.01c
SPAC17G8.15	PomBase:SPAC17G8.15	wip1	chromosome_1	CENP-W ortholog	G2TRL2	protein coding gene	new1
SPAC17H9.01	PomBase:SPAC17H9.01	cid16	chromosome_1	poly(A/U) polymerase Cid16	O13798	protein coding gene	
SPAC17H9.02	PomBase:SPAC17H9.02	mtl1	chromosome_1	MTREC (exosome adaptor) complex RNA helicase subunit Mtl1	O13799	protein coding gene	
SPAC17H9.03c	PomBase:SPAC17H9.03c	rdl1	chromosome_1	RAD51D-like protein 1	O13800	protein coding gene	
SPAC17H9.04c	PomBase:SPAC17H9.04c	dri1	chromosome_1	RNA-binding protein involved in heterochromatin assembly Dri1	O13801	protein coding gene	nrp1
SPAC17H9.05	PomBase:SPAC17H9.05	ebp2	chromosome_1	rRNA processing protein Ebp2	O13802	protein coding gene	
SPAC17H9.06c	PomBase:SPAC17H9.06c		chromosome_1	DUF4196 and DUF4211, human CCDC82 ortholog	O13803	protein coding gene	
SPAC17H9.07	PomBase:SPAC17H9.07	srp21	chromosome_1	signal recognition particle subunit Srp21	O13804	protein coding gene	
SPAC17H9.08	PomBase:SPAC17H9.08		chromosome_1	mitochondrial carrier, coenzyme A	O13805	protein coding gene	
SPAC17H9.09c	PomBase:SPAC17H9.09c	ras1	chromosome_1	GTPase Ras1	P08647	protein coding gene	ste5
SPAC17H9.10c	PomBase:SPAC17H9.10c	ddb1	chromosome_1	Cul4-RING E3 complex WD repeat protein subunit Ddb1	O13807	protein coding gene	
SPAC17H9.11	PomBase:SPAC17H9.11	gmf1	chromosome_1	cofilin/tropomyosin family Glia Maturation Factor homolog Gmf1	O13808	protein coding gene	
SPAC17H9.12c	PomBase:SPAC17H9.12c	cyc2	chromosome_1	mitochondrial cytochrome c-heme linkage protein Cyc2	O13809	protein coding gene	
SPAC17H9.13c	PomBase:SPAC17H9.13c	pro2	chromosome_1	glutamate 5-kinase Pro2	O13810	protein coding gene	
SPAC17H9.14c	PomBase:SPAC17H9.14c	pdi2	chromosome_1	ER protein disulfide isomerase Pdi2	O13811	protein coding gene	
SPAC17H9.16	PomBase:SPAC17H9.16	tom22	chromosome_1	mitochondrial TOM complex subunit Tom22	O13813	protein coding gene	
SPAC17H9.17c	PomBase:SPAC17H9.17c	mdm10	chromosome_1	ERMES and SAM complex subunit Mdm10	O13814	protein coding gene	
SPAC17H9.18c	PomBase:SPAC17H9.18c		chromosome_1	Schizosaccharomyces pombe specific protein	O13815	protein coding gene	
SPAC17H9.19c	PomBase:SPAC17H9.19c	cdt2	chromosome_1	WD repeat protein Cdt2	Q10990	protein coding gene	sev1
SPAC17H9.20	PomBase:SPAC17H9.20	psc3	chromosome_1	mitotic cohesin complex, STAG protein subunit Psc3	O13816	protein coding gene	SPAC607.01
SPAC1805.01c	PomBase:SPAC1805.01c	ppk6	chromosome_1	serine/threonine protein kinase Ppk6	Q9UTH3	protein coding gene	SPAPJ736.02c
SPAC1805.02c	PomBase:SPAC1805.02c	etf2	chromosome_1	electron transfer flavoprotein beta subunit EtfB	Q9UTH2	protein coding gene	
SPAC1805.03c	PomBase:SPAC1805.03c	trm13	chromosome_1	tRNA 2'-O-methyltransferase Trm13	Q9UTH1	protein coding gene	
SPAC1805.04	PomBase:SPAC1805.04	nup132	chromosome_1	nucleoporin, WD repeat Nup132	Q9UTH0	protein coding gene	Nup133b
SPAC1805.05	PomBase:SPAC1805.05	cki3	chromosome_1	serine/threonine protein kinase (CK1 family) Cki3	O74135	protein coding gene	
SPAC1805.06c	PomBase:SPAC1805.06c	hem2	chromosome_1	porphobilinogen synthase Hem2	P78974	protein coding gene	
SPAC1805.07c	PomBase:SPAC1805.07c	dad2	chromosome_1	DASH complex subunit Dad2	Q9UTG8	protein coding gene	hos2
SPAC1805.08	PomBase:SPAC1805.08	dlc1	chromosome_1	dynein light chain Dlc1	Q9UTS6	protein coding gene	
SPAC1805.09c	PomBase:SPAC1805.09c	fmt1	chromosome_1	mitochondrial methionyl-tRNA formyltransferase Fmt1	Q9UTG6	protein coding gene	
SPAC1805.10	PomBase:SPAC1805.10		chromosome_1	Schizosaccharomyces specific protein	Q9UTG5	protein coding gene	
SPAC1805.11c	PomBase:SPAC1805.11c	rps2602	chromosome_1	40S ribosomal protein S26	Q9UTG4	protein coding gene	rps26-2
SPAC1805.12c	PomBase:SPAC1805.12c	ubi2	chromosome_1	ribosomal-ubiquitin fusion protein Ubi2	P0CH07	protein coding gene	uep1
SPAC1805.13	PomBase:SPAC1805.13	rpl14	chromosome_1	60S ribosomal protein L14	O94238	protein coding gene	
SPAC1805.14	PomBase:SPAC1805.14		chromosome_1	Schizosaccharomyces specific protein	Q9UTG3	protein coding gene	
SPAC1805.15c	PomBase:SPAC1805.15c	pub2	chromosome_1	HECT-type ubiquitin-protein ligase E3 Pub2	Q9UTG2	protein coding gene	
SPAC1805.16c	PomBase:SPAC1805.16c		chromosome_1	purine nucleoside phosphorylase	Q9UTG1	protein coding gene	
SPAC1805.17	PomBase:SPAC1805.17	crm1	chromosome_1	karyopherin/importin beta family nuclear export signal receptor Crm1	P14068	protein coding gene	caf2,SPAC1B2.01,bar1,mts10,caf7
SPAC1805.18	PomBase:SPAC1805.18	pop6	chromosome_1	RNase P and RNase MRP subunit Pop6/Pop7 ortholog	G2TRL5	protein coding gene	new2
SPAC1834.01	PomBase:SPAC1834.01	erf1	chromosome_1	cytoplasmic translation release factor class I eRF1	P79063	protein coding gene	sup45
SPAC1834.02	PomBase:SPAC1834.02	aro1	chromosome_1	pentafunctional aromatic polypeptide Aro1	Q9P7R0	protein coding gene	
SPAC1834.03c	PomBase:SPAC1834.03c	hhf1	chromosome_1	histone H4 h4.1	P09322	protein coding gene	h4.1
SPAC1834.04	PomBase:SPAC1834.04	hht1	chromosome_1	histone H3 h3.1	P09988	protein coding gene	
SPAC1834.05	PomBase:SPAC1834.05	alg9	chromosome_1	mannosyltransferase complex subunit Alg9	Q9P7Q9	protein coding gene	
SPAC1834.06c	PomBase:SPAC1834.06c	pmo25	chromosome_1	mo25 family protein Pmo25	Q9P7Q8	protein coding gene	
SPAC1834.07	PomBase:SPAC1834.07	klp3	chromosome_1	kinesin-like protein Klp3	Q9US60	protein coding gene	krp1
SPAC1834.08	PomBase:SPAC1834.08	mak1	chromosome_1	phosphorelay sensor kinase Mak1	Q9P7Q7	protein coding gene	phk3
SPAC1834.09	PomBase:SPAC1834.09	mug51	chromosome_1	variant protein kinase 19 family protein	Q9P7Q6	protein coding gene	sap30
SPAC1834.10c	PomBase:SPAC1834.10c		chromosome_1	mitochondrial proton-transporting ATP synthase complex assembly protein	Q9P7Q5	protein coding gene	
SPAC1834.11c	PomBase:SPAC1834.11c	sec18	chromosome_1	secretory pathway ATPase Sec18	Q9P7Q4	protein coding gene	
SPAC1834.13	PomBase:SPAC1834.13		chromosome_1	dubious	G2TRJ7	protein coding gene	SPAC1834.12
SPAC1851.02	PomBase:SPAC1851.02	slc1	chromosome_1	1-acylglycerol-3-phosphate O-acyltransferase Slc1	Q9US20	protein coding gene	
SPAC1851.03	PomBase:SPAC1851.03	ckb1	chromosome_1	CK2 family regulatory subunit Ckb1	P40232	protein coding gene	
SPAC1851.04c	PomBase:SPAC1851.04c	ric1	chromosome_1	Rab-specific(Ryh1/Ypt6) Ric1-Rgp1 guanyl-nucleotide exchange factor subunit Ric1/Sat4	O42656	protein coding gene	SPAC27D7.01c,sat4,vas3
SPAC186.01	PomBase:SPAC186.01	pfl9	chromosome_1	cell surface glycoprotein, flocculin Pfl9, DIPSY family	Q9P7Q2	protein coding gene	
SPAC186.02c	PomBase:SPAC186.02c		chromosome_1	hydroxyacid dehydrogenase, implicated in cellular detoxification	Q9P7Q1	protein coding gene	
SPAC186.03	PomBase:SPAC186.03		chromosome_1	L-asparaginase	P87015	protein coding gene	
SPAC186.04c	PomBase:SPAC186.04c		chromosome_1	N-terminal of transmembrane channel, truncated	G2TRL1	protein coding gene	
SPAC186.05c	PomBase:SPAC186.05c	gdt1	chromosome_1	Golgi calcium and manganese antiporter Gdt1	Q9P7Q0	protein coding gene	
SPAC186.06	PomBase:SPAC186.06		chromosome_1	phenazine biosynthesis PhzF protein family	Q9P7P9	protein coding gene	
SPAC186.07c	PomBase:SPAC186.07c		chromosome_1	hydroxyacid dehydrogenase, implicated in cellular detoxification	Q9P7P8	protein coding gene	
SPAC186.08c	PomBase:SPAC186.08c		chromosome_1	L-lactate dehydrogenase	Q9P7P7	protein coding gene	
SPAC186.09	PomBase:SPAC186.09	pdc102	chromosome_1	pyruvate decarboxylase	Q9P7P6	protein coding gene	
SPAC18B11.02c	PomBase:SPAC18B11.02c	pus9	chromosome_1	tRNA pseudouridine synthase Pus9	Q09709	protein coding gene	
SPAC18B11.03c	PomBase:SPAC18B11.03c		chromosome_1	ER alcohol acetyltransferase involved in intermembrane phospholipid transfer	Q09710	protein coding gene	
SPAC18B11.04	PomBase:SPAC18B11.04	ncs1	chromosome_1	neuronal calcium sensor related protein Ncs1	Q09711	protein coding gene	
SPAC18B11.05	PomBase:SPAC18B11.05	gpi18	chromosome_1	pig-V, dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase	Q09712	protein coding gene	
SPAC18B11.06	PomBase:SPAC18B11.06	lcp5	chromosome_1	U3 snoRNP-associated protein Lcp5	Q09713	protein coding gene	
SPAC18B11.07c	PomBase:SPAC18B11.07c	rhp6	chromosome_1	histone H2B-K119 ubiquitin ligase complex (HULC), ubiquitin conjugating enzyme E2 subunit Rhp6/Rad6	P23566	protein coding gene	ubc2,sng1,rad6
SPAC18B11.08c	PomBase:SPAC18B11.08c	pat10	chromosome_1	ER membrane chaperone for multipass membrane proteins, PAT complex subunit (asterix), Pat10	Q09714	protein coding gene	
SPAC18B11.09c	PomBase:SPAC18B11.09c		chromosome_1	serine O-acetyltransferase activity	Q09707	protein coding gene	
SPAC18B11.10	PomBase:SPAC18B11.10	tup11	chromosome_1	transcriptional corepressor Tup11	Q09715	protein coding gene	
SPAC18B11.11	PomBase:SPAC18B11.11		chromosome_1	GTPase activating protein, Tsc2 paralog	Q09716	protein coding gene	SPAC1F5.01
SPAC18G6.01c	PomBase:SPAC18G6.01c		chromosome_1	chalcone related protein family	Q10102	protein coding gene	
SPAC18G6.02c	PomBase:SPAC18G6.02c	chp1	chromosome_1	heterochromatin (HP1) family chromodomain protein Chp1	Q10103	protein coding gene	
SPAC18G6.03	PomBase:SPAC18G6.03	ypt3	chromosome_1	Rab11 family GTPase Ypt3	P17610	protein coding gene	
SPAC18G6.04c	PomBase:SPAC18G6.04c	shm2	chromosome_1	serine hydroxymethyltransferase Shm2	Q10104	protein coding gene	
SPAC18G6.05c	PomBase:SPAC18G6.05c	gcn1	chromosome_1	translation initiation regulator, HEAT repeat protein Gcn1	Q10105	protein coding gene	
SPAC18G6.06	PomBase:SPAC18G6.06	utp11	chromosome_1	U3 snoRNP-associated protein Utp11	Q10106	protein coding gene	
SPAC18G6.07c	PomBase:SPAC18G6.07c	mra1	chromosome_1	rRNA (pseudouridine) methyltransferase Mra1	Q10107	protein coding gene	
SPAC18G6.09c	PomBase:SPAC18G6.09c	edc1	chromosome_1	Dcp2-Dcp1 mRNA-decapping complex subunit Edc1	Q10108	protein coding gene	dbs1
SPAC18G6.10	PomBase:SPAC18G6.10	lem2	chromosome_1	LEM domain nuclear inner membrane protein Heh1/Lem2	Q10109	protein coding gene	heh1
SPAC18G6.11c	PomBase:SPAC18G6.11c	rrn3	chromosome_1	RNA polymerase I general transcription inititation factor subunit Rrn3	Q10110	protein coding gene	
SPAC18G6.12c	PomBase:SPAC18G6.12c		chromosome_1	ThiJ domain protein	Q10111	protein coding gene	
SPAC18G6.13	PomBase:SPAC18G6.13		chromosome_1	Schizosaccharomyces specific protein	Q10112	protein coding gene	
SPAC18G6.14c	PomBase:SPAC18G6.14c	rps7	chromosome_1	40S ribosomal protein S7	Q10101	protein coding gene	
SPAC18G6.15	PomBase:SPAC18G6.15	mal3	chromosome_1	microtubule plus-end binding protein, EB1 family Mal3	Q10113	protein coding gene	
SPAC1952.01	PomBase:SPAC1952.01	gab1	chromosome_1	Pig-U, Gab1	O13883	protein coding gene	SPAC1B3.19
SPAC1952.02	PomBase:SPAC1952.02	tma23	chromosome_1	ribosome biogenesis protein Tma23	Q9UUK4	protein coding gene	
SPAC1952.03	PomBase:SPAC1952.03	otu2	chromosome_1	ubiquitin specific cysteine protease, OTU family, Otu2	Q9UUK3	protein coding gene	
SPAC1952.04c	PomBase:SPAC1952.04c		chromosome_1	conserved fungal protein	Q8J1M8	protein coding gene	
SPAC1952.05	PomBase:SPAC1952.05	gcn5	chromosome_1	SAGA complex histone acetyltransferase catalytic subunit Gcn5	Q9UUK2	protein coding gene	kat2
SPAC1952.06c	PomBase:SPAC1952.06c		chromosome_1	spliceosomal complex subunit	Q9UUK1	protein coding gene	
SPAC1952.07	PomBase:SPAC1952.07	rad1	chromosome_1	checkpoint clamp complex protein Rad1	P22193	protein coding gene	rad19
SPAC1952.08c	PomBase:SPAC1952.08c		chromosome_1	human CREG1 ortholog	Q9UUK0	protein coding gene	
SPAC1952.09c	PomBase:SPAC1952.09c	ach1	chromosome_1	acetyl-CoA hydrolase/succinyl-CoA:3-ketoacid coenzyme A transferase, mitochondrial Ach1	Q9UUJ9	protein coding gene	
SPAC1952.10c	PomBase:SPAC1952.10c		chromosome_1	conserved fungal multispanning membrane protein	Q9UUJ8	protein coding gene	
SPAC1952.11c	PomBase:SPAC1952.11c	ure2	chromosome_1	nickel-dependent urease Ure2	O00084	protein coding gene	ure1
SPAC1952.12c	PomBase:SPAC1952.12c	csn71	chromosome_1	COP9/signalosome complex subunit 7a	Q9UUJ7	protein coding gene	csn7a,csn7
SPAC1952.13	PomBase:SPAC1952.13	ned1	chromosome_1	lipin, phosphatidate phosphatase Ned1	Q9UUJ6	protein coding gene	
SPAC1952.14c	PomBase:SPAC1952.14c	mrpl25	chromosome_1	mitochondrial ribosomal protein subunit L59	Q9UUJ5	protein coding gene	mrp25
SPAC1952.15c	PomBase:SPAC1952.15c	rec24	chromosome_1	meiotic recombination protein Rec24	Q9UUJ4	protein coding gene	mug6
SPAC1952.16	PomBase:SPAC1952.16	rga9	chromosome_1	RhoGAP Rga9	Q9UUJ3	protein coding gene	
SPAC1952.17c	PomBase:SPAC1952.17c	tbc13	chromosome_1	Rab GAP Tbc13	Q9URY3	protein coding gene	SPAC890.01c
SPAC19A8.01c	PomBase:SPAC19A8.01c	sec73	chromosome_1	Arf GEF Sec73	O13817	protein coding gene	sec7c,SPAC23H3.01
SPAC19A8.02	PomBase:SPAC19A8.02	ltc2	chromosome_1	ER-plasma membrane tethering protein Ltc2	O13818	protein coding gene	sip3
SPAC19A8.03	PomBase:SPAC19A8.03	ymr1	chromosome_1	phosphatidylinositol-3-phosphatase, myotubularin family	O13819	protein coding gene	
SPAC19A8.04	PomBase:SPAC19A8.04	erg5	chromosome_1	C-22 sterol desaturase Erg5	O13820	protein coding gene	cyp61
SPAC19A8.05c	PomBase:SPAC19A8.05c	sst4	chromosome_1	sorting receptor for ubiquitinated membrane proteins, ESCRT 0 complex subunit Sst4	O13821	protein coding gene	vps27
SPAC19A8.06	PomBase:SPAC19A8.06	pbr1	chromosome_1	ER oxidoreductase Pbr1, implicated in lipid metabolism	O13822	protein coding gene	
SPAC19A8.07c	PomBase:SPAC19A8.07c	imp4	chromosome_1	U3 snoRNP-associated protein Imp4	O13823	protein coding gene	
SPAC19A8.08	PomBase:SPAC19A8.08	upf2	chromosome_1	nonsense-mediated decay protein Upf2	O13824	protein coding gene	
SPAC19A8.09	PomBase:SPAC19A8.09	yos1	chromosome_1	ER to Golgi transport protein Yos1	O13825	protein coding gene	
SPAC19A8.10	PomBase:SPAC19A8.10	rfp1	chromosome_1	SUMO-targeted ubiquitin-protein ligase subunit Rfp1	O13826	protein coding gene	mug140
SPAC19A8.11c	PomBase:SPAC19A8.11c	irc6	chromosome_1	clathrin coat adaptor Irc6	O13827	protein coding gene	
SPAC19A8.12	PomBase:SPAC19A8.12	dcp2	chromosome_1	mRNA decapping complex catalytic subunit Dcp2	O13828	protein coding gene	
SPAC19A8.13	PomBase:SPAC19A8.13	usp101	chromosome_1	U1 snRNP-associated protein Usp101	O13829	protein coding gene	snp1
SPAC19A8.14	PomBase:SPAC19A8.14	pth2	chromosome_1	mitochondrial aminoacyl-tRNA hydrolase Pth2	O13830	protein coding gene	
SPAC19A8.15	PomBase:SPAC19A8.15	trp2	chromosome_1	tryptophan synthase	O13831	protein coding gene	
SPAC19A8.16	PomBase:SPAC19A8.16	prl65	chromosome_1	tudor domain superfamily protein	G2TRL4	protein coding gene	
SPAC19B12.01	PomBase:SPAC19B12.01		chromosome_1	TPR repeat protein, human TTC27 ortholog	O36033	protein coding gene	SPAC4F10.21
SPAC19B12.02c	PomBase:SPAC19B12.02c	gas1	chromosome_1	cell wall 1,3-beta-glucanosyltransferase Gas1	Q9P378	protein coding gene	
SPAC19B12.03	PomBase:SPAC19B12.03	bgs3	chromosome_1	cell wall 1,3-beta-glucan synthase catalytic subunit Bgs3	Q9P377	protein coding gene	
SPAC19B12.04	PomBase:SPAC19B12.04	rps3001	chromosome_1	40S ribosomal protein S30	P0CT62	protein coding gene	rps30-1
SPAC19B12.05c	PomBase:SPAC19B12.05c	fcp1	chromosome_1	RNA polymerase II CTD phosphatase Fcp1	Q9P376	protein coding gene	
SPAC19B12.06c	PomBase:SPAC19B12.06c	rbd4	chromosome_1	rhomboid family protease, unknown biological role, associated with COP1 coated vesicle	Q9P375	protein coding gene	ppp79
SPAC19B12.07c	PomBase:SPAC19B12.07c		chromosome_1	zinc finger C2H2-type, human ZNF277 ortholog, implicated in transcriptional regulation	Q9P374	protein coding gene	
SPAC19B12.08	PomBase:SPAC19B12.08	atg4	chromosome_1	Atg8 deconjugator Atg4	Q9P373	protein coding gene	ppp80
SPAC19B12.09	PomBase:SPAC19B12.09	srp14	chromosome_1	signal recognition particle subunit Srp14	Q9P372	protein coding gene	
SPAC19B12.10	PomBase:SPAC19B12.10	sst2	chromosome_1	human AMSH/STAMBP protein homolog, ubiquitin specific-protease	Q9P371	protein coding gene	
SPAC19B12.11c	PomBase:SPAC19B12.11c	bud20	chromosome_1	zinc finger ribosome biogenesis protein Bud20	Q9P370	protein coding gene	
SPAC19B12.12c	PomBase:SPAC19B12.12c	yip11	chromosome_1	SMN complex subunit Yip11/Gem2	P0CU08	protein coding gene	yip1,yip1-a
SPAC19B12.13	PomBase:SPAC19B12.13	cox1102	chromosome_1	cytochrome c oxidase assembly protein Cox1102/ mitochondrial ribosomal protein Rsm2202, fusion protein	Q86ZU7	protein coding gene	cox11,cox11-b,SPAPB8E5.01
SPAC19D5.01	PomBase:SPAC19D5.01	pyp2	chromosome_1	protein tyrosine phosphatase Pyp2	P32586	protein coding gene	
SPAC19D5.02c	PomBase:SPAC19D5.02c	emc10	chromosome_1	ER membrane protein complex subunit Emc10	Q1K9B6	protein coding gene	
SPAC19D5.03	PomBase:SPAC19D5.03	cid1	chromosome_1	terminal uridylyltransferase Cid1	O13833	protein coding gene	
SPAC19D5.04	PomBase:SPAC19D5.04	ptr1	chromosome_1	HECT-type ubiquitin-protein ligase E3 Ptr1	O13834	protein coding gene	
SPAC19D5.05c	PomBase:SPAC19D5.05c	imp3	chromosome_1	U3 snoRNP-associated protein Imp3	O13835	protein coding gene	
SPAC19D5.06c	PomBase:SPAC19D5.06c	din1	chromosome_1	RNA NAD-cap (NAD-forming) hydrolase/RNA pyrophosphohydrolase Din1	O13836	protein coding gene	rai1
SPAC19D5.07	PomBase:SPAC19D5.07	uga1	chromosome_1	4-aminobutyrate aminotransferase (GABA transaminase)	O13837	protein coding gene	
SPAC19D5.09c	PomBase:SPAC19D5.09c	Tf2-8	chromosome_1	retrotransposable element/transposon Tf2-type	P0CT43	protein coding gene	SPAC13D1.02c
SPAC19D5.10c	PomBase:SPAC19D5.10c		chromosome_1	dubious	Q65ZA5	protein coding gene	
SPAC19D5.11c	PomBase:SPAC19D5.11c	ctf8	chromosome_1	Ctf18 RFC-like complex subunit Ctf8	Q65ZA6	protein coding gene	
SPAC19E9.01c	PomBase:SPAC19E9.01c	nup40	chromosome_1	nucleoporin Nup40	O13838	protein coding gene	
SPAC19E9.02	PomBase:SPAC19E9.02	fin1	chromosome_1	serine/threonine protein kinase, NIMA related Fin1	O13839	protein coding gene	
SPAC19E9.03	PomBase:SPAC19E9.03	pas1	chromosome_1	cyclin Pas1	P87049	protein coding gene	SPAC57A10.01
SPAC19G12.01c	PomBase:SPAC19G12.01c	cut20	chromosome_1	anaphase-promoting complex, platform subcomplex scaffold subunit Apc4/Cut20	O42839	protein coding gene	lid1,apc4,SPAPJ698.04c
