# Supplementary Dataset S13. This tab delmited table contains the results of the aseQTL linkage results of the 4133 antisense traits at 5% FDR.
#
# This tab delmited table is the results of the aseQTL linkage results
# of the 4133 antisense traits at 5% FDR. Each row correspond
# to one linkage between a target antisense trait and its aseQTL. When 
# a trait was linked to more several locus correlated more than 0.8
# we considered that it corresponded to a single QTL, which position
# could not be determined. they were regroup.
# Here each row correpond to a group and the different location 
# of the grouped QTL are separated with coma.
#
# First field is the name of antisense trait (target)
# Next 3 fields are the coordiante of the QTL as a
# genomic interval.  Note that each QTL is considered
# as spanning in between the first non linked variant.
# last field is an indicater of whether the linkage correspong to 
# a cis or a trans linakge 
# 
# if you have questions mail: 
# mathieu.clement-ziza(at)uni-koeln.de
# andreas.beyer(at)uni-koeln.de
# j.bahler(at)ucl.ac.uk
#
target	chromosome	start	end	qtl_type
SPAC23H3.15c	chromosome_1,chromosome_1,chromosome_1	2665053,3556754,4602196	2926804,3745734,4949138	trans
SPAC23H4.02	chromosome_3	2078298	2123837	trans
SPAC23H4.04	chromosome_3	2102509	2119802	trans
SPAC23H4.05c	chromosome_1	2925637	3318540	trans
SPAC23H4.06	chromosome_3	2078298	2104480	trans
SPAC23H4.09	chromosome_3	2087770	2123837	trans
SPAC23H4.14	chromosome_1	3440649	3456618	trans
SPAC23H4.18c	chromosome_2	3635637	3712576	trans
SPAC23H4.18c	chromosome_2	4222004	4289304	trans
SPAC24B11.05	chromosome_3	2084276	2123837	trans
SPAC24B11.07c	chromosome_1	2937800	3318540	trans
SPAC24B11.07c	chromosome_3	2078298	2119802	trans
SPAC24B11.10c	chromosome_3	2087770	2123837	trans
SPAC24B11.13	chromosome_1	1075590	1149636	trans
SPAC24C9.03	chromosome_3	2101294	2119802	trans
SPAC24C9.05c	chromosome_3	2084276	2123837	trans
SPAC24C9.09	chromosome_3	2087770	2123837	trans
SPAC24C9.11	chromosome_3	2101294	2104480	trans
SPAC24C9.15c	chromosome_1	2950891	3326503	cis
SPAC24H6.02c	chromosome_1	2950891	3326503	trans
SPAC24H6.03	chromosome_3	2087770	2119802	trans
SPAC24H6.06	chromosome_3	2087770	2123837	trans
SPAC25A8.01c	chromosome_3	2087770	2119802	trans
SPAC25A8.02	chromosome_3	2087770	2123837	trans
SPAC25A8.03c	chromosome_3	2087770	2123837	trans
SPAC25B8.05	chromosome_1	2950891	3456618	trans
SPAC25B8.06c	chromosome_3	2087770	2123837	trans
SPAC25B8.08	chromosome_3	2078298	2119802	trans
SPAC25B8.09	chromosome_3	2087770	2123837	trans
SPAC25B8.15c	chromosome_1	2950891	3318540	cis
SPAC25G10.02	chromosome_1	2925637	3318540	cis
SPAC25G10.03	chromosome_3	2087770	2119802	trans
SPAC25G10.04c	chromosome_3	2084276	2119802	trans
SPAC25H1.05	chromosome_3	2084276	2119802	trans
SPAC25H1.06	chromosome_3	2087770	2123837	trans
SPAC25H1.07	chromosome_3	2101294	2119802	trans
SPAC25H1.08c	chromosome_3	2087770	2104480	trans
SPAC26A3.02	chromosome_1	3921447	3926238	cis
SPAC26A3.06	chromosome_3	2087770	2123837	trans
SPAC26A3.09c	chromosome_1	2810876	2813185	cis
SPAC26A3.09c	chromosome_3	2087770	2119802	trans
SPAC26A3.11	chromosome_3	2087770	2123837	trans
SPAC26A3.12c	chromosome_3	2087770	2123837	trans
SPAC26A3.17c	chromosome_3	2101294	2119802	trans
SPAC26F1.03	chromosome_3	2087770	2123837	trans
SPAC26F1.07	chromosome_3	2084276	2119802	trans
SPAC26F1.08c	chromosome_3	2087770	2119802	trans
SPAC26F1.10c	chromosome_3	2084276	2123837	trans
SPAC26F1.13c	chromosome_3	2101294	2119802	trans
SPAC26F1.14c	chromosome_3	2087770	2123837	trans
SPAC26H5.04	chromosome_3	2087770	2123837	trans
SPAC26H5.05	chromosome_3	2087770	2119802	trans
SPAC26H5.06	chromosome_3	2087770	2119802	trans
SPAC26H5.07c	chromosome_3	2101294	2104480	trans
SPAC26H5.12	chromosome_3	2087770	2119802	trans
SPAC27D7.04	chromosome_2	4221110	4227280	trans
SPAC27D7.06	chromosome_3	2087770	2123837	trans
SPAC27D7.08c	chromosome_1	3315647	3456618	cis
SPAC27D7.11c	chromosome_1	2531296	2539126	trans
SPAC27D7.14c	chromosome_1	3315647	3326503	cis
SPAC27D7.14c	chromosome_3	2087770	2123837	trans
SPAC27E2.02	chromosome_3	2087770	2123837	trans
SPAC27E2.03c	chromosome_3	2084276	2093353	trans
SPAC27E2.06c	chromosome_3	2087770	2119802	trans
SPAC27E2.07	chromosome_3	730564	736784	trans
SPAC27E2.09	chromosome_3	2087770	2123837	trans
SPAC27E2.10c	chromosome_3	2087770	2119802	trans
SPAC27F1.03c	chromosome_3	2087770	2119802	trans
SPAC27F1.05c	chromosome_3	2087770	2119802	trans
SPAC27F1.06c	chromosome_1	2810876	2813185	cis
SPAC29A4.02c	chromosome_3	2101294	2119802	trans
SPAC29A4.06c	chromosome_3	2087770	2123837	trans
SPAC29A4.10	chromosome_1	4281981	4290671	trans
SPAC29A4.14c	chromosome_3	2078298	2119802	trans
SPAC29A4.16	chromosome_2	522230	526776	trans
SPAC29A4.17c	chromosome_3	2084276	2119802	trans
SPAC29A4.18	chromosome_3	2087770	2123837	trans
SPAC29A4.19c	chromosome_3	2087770	2119802	trans
SPAC29A4.20	chromosome_3	2087770	2119802	trans
SPAC29B12.02c	chromosome_3	2087770	2123837	trans
SPAC29B12.06c	chromosome_1	5394093	5449783	cis
SPAC29B12.06c	chromosome_2	4221110	4227280	trans
SPAC29B12.07	chromosome_3	2087770	2123837	trans
SPAC29E6.04	chromosome_3	2102509	2123837	trans
SPAC29E6.06c	chromosome_3	2087770	2119802	trans
SPAC29E6.08	chromosome_2	269761	282552	trans
SPAC29E6.10c	chromosome_3	2087770	2123837	trans
SPAC2C4.03c	chromosome_3	2087770	2123837	trans
SPAC2C4.10c	chromosome_3	2101294	2119802	trans
SPAC2C4.14c	chromosome_3	2084276	2119802	trans
SPAC2C4.17c	chromosome_1	5403412	5448529	trans
SPAC2E12.02	chromosome_3	2087770	2123837	trans
SPAC2E1P5.04c	chromosome_3	2101294	2119802	trans
SPAC2F3.03c	chromosome_3	2084276	2119802	trans
SPAC2F3.06c	chromosome_2	852801	903483	trans
SPAC2F3.08	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPAC2F3.12c	chromosome_3	2084276	2123837	trans
SPAC2F3.13c	chromosome_3	2084276	2123837	trans
SPAC2F3.15	chromosome_1	3554341	3745990	cis
SPAC2F3.17c	chromosome_3	2087770	2123837	trans
SPAC2F7.03c	chromosome_3	241941	262287	trans
SPAC2F7.04	chromosome_3	2087770	2123837	trans
SPAC2F7.06c	chromosome_3	2087770	2104480	trans
SPAC2F7.09c	chromosome_1	3315647	3456618	trans
SPAC2F7.13c	chromosome_3	2087770	2123837	trans
SPAC2F7.14c	chromosome_1	3809960	3926065	trans
SPAC2F7.14c	chromosome_3	2101294	2123837	trans
SPAC2F7.16c	chromosome_3	2084276	2123837	trans
SPAC2F7.17	chromosome_3	2087770	2123837	trans
SPAC2G11.02	chromosome_3	2101294	2104480	trans
SPAC2G11.03c	chromosome_3	2101294	2123837	trans
SPAC2G11.04	chromosome_3	2101294	2119802	trans
SPAC2G11.05c	chromosome_2	2311107	2316554	trans
SPAC2G11.06	chromosome_3	2087770	2119802	trans
SPAC2G11.09	chromosome_3	2087770	2123837	trans
SPAC2G11.10c	chromosome_3	2101294	2123837	trans
SPAC2G11.11c	chromosome_1	2950891	3456618	trans
SPAC2G11.14	chromosome_3	2101294	2119802	trans
SPAC2G11.15c	chromosome_3	2078298	2123837	trans
SPAC2H10.01	chromosome_3	2087770	2123837	trans
SPAC30.01c	chromosome_3	2087770	2123837	trans
SPAC30C2.06c	chromosome_3	2101294	2119802	trans
SPAC30C2.07	chromosome_1	3030977	3301454	cis
SPAC30D11.01c	chromosome_1	4046551	4056859	trans
SPAC30D11.03	chromosome_3	2087770	2123837	trans
SPAC30D11.04c	chromosome_2	775513	903483	trans
SPAC30D11.05	chromosome_1	3440649	3456618	trans
SPAC30D11.08c	chromosome_3	2101294	2119802	trans
SPAC30D11.11	chromosome_3	2087770	2123837	trans
SPAC30D11.13	chromosome_2	3635637	3712576	trans
SPAC31A2.03	chromosome_3	2087770	2123837	trans
SPAC31A2.07c	chromosome_3	2087770	2119802	trans
SPAC31A2.08	chromosome_1	2950891	3326503	trans
SPAC31A2.08	chromosome_3	2084276	2123837	trans
SPAC31A2.09c	chromosome_3	2087770	2123837	trans
SPAC31A2.12	chromosome_3	2087770	2123837	trans
SPAC31A2.15c	chromosome_3	2078298	2119802	trans
SPAC31A2.16	chromosome_3	2087770	2123837	trans
SPAC31G5.04	chromosome_3	2087770	2119802	trans
SPAC31G5.05c	chromosome_3	2102509	2119802	trans
SPAC31G5.08	chromosome_1	2925637	3318540	cis
SPAC31G5.09c	chromosome_1	4323910	4366536	cis
SPAC31G5.10	chromosome_1	3315647	3557103	cis
SPAC31G5.12c	chromosome_3	2102509	2123837	trans
SPAC31G5.15	chromosome_3	2087770	2123837	trans
SPAC31G5.19	chromosome_3	2101294	2119802	trans
SPAC323.03c	chromosome_1	3030626	3307217	cis
SPAC323.04	chromosome_1	2950891	3318540	cis
SPAC328.01c	chromosome_3	1420516	1479674	trans
SPAC328.04	chromosome_3	2101294	2123837	trans
SPAC328.09	chromosome_3	2087770	2123837	trans
SPAC343.02	chromosome_3	2084276	2093353	trans
SPAC343.05	chromosome_3	2087770	2123837	trans
SPAC343.11c	chromosome_3	2084276	2119802	trans
SPAC343.15	chromosome_1	1666321	1668957	cis
SPAC343.15	chromosome_3	2087770	2101881	trans
SPAC343.17c	chromosome_3	2087770	2119802	trans
SPAC343.21	chromosome_3	2101294	2123837	trans
SPAC3A11.02	chromosome_3	2087770	2119802	trans
SPAC3A11.03	chromosome_3	2117330	2123837	trans
SPAC3A11.04	chromosome_1	1513782	1599070	trans
SPAC3A11.05c	chromosome_3	2087770	2123837	trans
SPAC3A11.06	chromosome_3	2087770	2119802	trans
SPAC3A11.09	chromosome_1	2810876	2955088	cis
SPAC3A11.09	chromosome_3	2084276	2123837	trans
SPAC3A11.14c	chromosome_3	2087770	2123837	trans
SPAC3A12.09c	chromosome_3	2087770	2123837	trans
SPAC3A12.12	chromosome_3	2087770	2119802	trans
SPAC3A12.19	chromosome_3	2087770	2123837	trans
SPAC3C7.03c	chromosome_3	2101294	2123837	trans
SPAC3C7.09	chromosome_3	2087770	2119802	trans
SPAC3C7.10	chromosome_1	2531296	2543911	trans
SPAC3C7.10	chromosome_3	2087770	2123837	trans
SPAC3C7.11c	chromosome_2	839848	861179	trans
SPAC3F10.04	chromosome_3	2101294	2119802	trans
SPAC3F10.05c	chromosome_3	2087770	2119802	trans
SPAC3F10.06c	chromosome_2	2367068	2504242	trans
SPAC3F10.06c	chromosome_3	2087770	2119802	trans
SPAC3F10.08c	chromosome_3	2087770	2123837	trans
SPAC3F10.12c	chromosome_3	2087770	2123837	trans
SPAC3F10.13	chromosome_1	2937800	3326503	cis
SPAC3F10.13	chromosome_3	2087770	2123837	trans
SPAC3F10.16c	chromosome_3	2084276	2119802	trans
SPAC3F10.17	chromosome_1	3917561	3926238	trans
SPAC3G6.01	chromosome_3	2101294	2123837	trans
SPAC3G6.03c	chromosome_3	2084276	2119802	trans
SPAC3G6.04	chromosome_2	2311107	2316554	trans
SPAC3G6.04	chromosome_3	2084276	2119802	trans
SPAC3G6.09c	chromosome_3	2102509	2123837	trans
SPAC3G6.11	chromosome_3	2087770	2123837	trans
SPAC3G9.02	chromosome_3	2087770	2123837	trans
SPAC3G9.05	chromosome_3	2087770	2123837	trans
SPAC3G9.06	chromosome_3	2087770	2119802	trans
SPAC3G9.07c	chromosome_1	2950891	3030977	cis
SPAC3G9.07c	chromosome_3	2087770	2119802	trans
SPAC3G9.08	chromosome_3	2087770	2123837	trans
SPAC3G9.12	chromosome_3	2087770	2119802	trans
SPAC3H1.01c	chromosome_3	2087770	2119802	trans
SPAC3H1.06c	chromosome_3	2087770	2123837	trans
SPAC3H1.12c	chromosome_1	3315647	3326503	trans
SPAC3H5.05c	chromosome_3	2102509	2119802	trans
SPAC3H5.08c	chromosome_3	2078298	2119802	trans
SPAC3H5.13	chromosome_1	3745734	3816912	cis
SPAC3H8.04	chromosome_3	2087770	2119802	trans
SPAC3H8.05c	chromosome_3	2087770	2123837	trans
SPAC3H8.06	chromosome_3	2084276	2123837	trans
SPAC3H8.07c	chromosome_3	2087770	2119802	trans
SPAC3H8.08c	chromosome_1	2810876	2813185	trans
SPAC458.03	chromosome_3	2087770	2119802	trans
SPAC458.07	chromosome_3	2087770	2123837	trans
SPAC4A8.05c	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPAC4A8.09c	chromosome_3	2101294	2104480	trans
SPAC4A8.10	chromosome_3	2102509	2119802	trans
SPAC4C5.02c	chromosome_3	2101294	2119802	trans
SPAC4C5.03	chromosome_3	2101294	2123837	trans
SPAC4D7.03	chromosome_3	2087770	2119802	trans
SPAC4D7.05	chromosome_3	2077429	2084775	trans
SPAC4D7.09	chromosome_3	2102509	2119802	trans
SPAC4D7.10c	chromosome_3	2087770	2123837	trans
SPAC4D7.11	chromosome_3	2084276	2123837	trans
SPAC4F10.02	chromosome_1,chromosome_1	2901962,4602196	2955088,4949138	cis
SPAC4F10.02	chromosome_3	2101294	2119802	trans
SPAC4F10.07c	chromosome_3	2078298	2119802	trans
SPAC4F10.09c	chromosome_3	2087770	2123837	trans
SPAC4F10.13c	chromosome_2	2311107	2316554	trans
SPAC4F10.13c	chromosome_2	3635637	3712576	trans
SPAC4F10.15c	chromosome_1	2893934	2905076	cis
SPAC4F10.16c	chromosome_3	2087770	2123837	trans
SPAC4F10.19c	chromosome_3	2087770	2123837	trans
SPAC4F10.20	chromosome_1	4962445	4994520	cis
SPAC4F10.22	chromosome_3	2087770	2123837	trans
SPAC4F8.01	chromosome_3	2101294	2119802	trans
SPAC4F8.04	chromosome_2	1305421	1313029	trans
SPAC4F8.04	chromosome_3	2078298	2119802	trans
SPAC4F8.05c	chromosome_3	2087770	2123837	trans
SPAC4F8.06	chromosome_3	2084276	2119802	trans
SPAC4F8.11	chromosome_3	2102509	2123837	trans
SPAC4F8.12c	chromosome_3	2087770	2123837	trans
SPAC4F8.13c	chromosome_3	2084276	2123837	trans
SPAC4F8.15	chromosome_3	2078298	2123837	trans
SPAC4G8.04	chromosome_2	852801	903483	trans
SPAC4G8.05	chromosome_3	2087770	2123837	trans
SPAC4G8.08	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	trans
SPAC4G8.08	chromosome_3	2101294	2123837	trans
SPAC4G8.09	chromosome_3	2101294	2123837	trans
SPAC4G8.11c	chromosome_3	2101294	2119802	trans
SPAC4G9.04c	chromosome_1	5403412	5448529	trans
SPAC4G9.04c	chromosome_3	2087770	2123837	trans
SPAC4G9.06c	chromosome_3	2101294	2123837	trans
SPAC4G9.07	chromosome_3	2087770	2123837	trans
SPAC4G9.08c	chromosome_3	2087770	2123837	trans
SPAC4G9.10	chromosome_3	2084276	2119802	trans
SPAC4G9.12	chromosome_3	2087770	2119802	trans
SPAC4G9.13c	chromosome_3	2087770	2123837	trans
SPAC4G9.15	chromosome_3	2084276	2123837	trans
SPAC4G9.17c	chromosome_3	2087770	2123837	trans
SPAC4G9.20c	chromosome_3	2087770	2123837	trans
SPAC4H3.01	chromosome_3	2084276	2119802	trans
SPAC4H3.02c	chromosome_3	2101294	2123837	trans
SPAC4H3.11c	chromosome_1	3315647	3456618	cis
SPAC4H3.14c	chromosome_3	2087770	2119802	trans
SPAC513.05	chromosome_2	2311107	2316554	trans
SPAC513.06c	chromosome_3	2087770	2123837	trans
SPAC521.03	chromosome_3	2084276	2123837	trans
SPAC521.04c	chromosome_3	2087770	2123837	trans
SPAC56E4.03	chromosome_3	2087770	2123837	trans
SPAC56E4.05	chromosome_2	4221110	4227280	trans
SPAC56E4.06c	chromosome_3	2087770	2123837	trans
SPAC56E4.07	chromosome_1	1667965	1712900	trans
SPAC56F8.02	chromosome_3	2084276	2123837	trans
SPAC56F8.03	chromosome_1	2569788	2604820	trans
SPAC56F8.10	chromosome_3	2087770	2119802	trans
SPAC56F8.12	chromosome_1	3315647	3556754	trans
SPAC57A10.02	chromosome_2	2311107	2316554	trans
SPAC57A10.05c	chromosome_3	2087770	2119802	trans
SPAC57A10.07	chromosome_3	631380	635966	trans
SPAC57A10.07	chromosome_3	2101294	2119802	trans
SPAC57A10.08c	chromosome_3	2101294	2119802	trans
SPAC57A10.12c	chromosome_2	319742	376806	trans
SPAC57A10.12c	chromosome_2	522230	526776	trans
SPAC57A7.09	chromosome_3	2087770	2123837	trans
SPAC57A7.10c	chromosome_3	2101294	2104480	trans
SPAC57A7.13	chromosome_3	2087770	2123837	trans
SPAC589.02c	chromosome_3	2087770	2123837	trans
SPAC589.07c	chromosome_2	2311107	2316554	trans
SPAC589.09	chromosome_3	2087770	2123837	trans
SPAC589.12	chromosome_3	2084276	2119802	trans
SPAC5D6.04	chromosome_3	2087770	2119802	trans
SPAC5D6.06c	chromosome_3	2087770	2123837	trans
SPAC5D6.09c	chromosome_2	852801	950619	trans
SPAC5H10.02c	chromosome_1	3315647	3456618	trans
SPAC5H10.04	chromosome_3	2084276	2093353	trans
SPAC5H10.05c	chromosome_3	2087770	2119802	trans
SPAC5H10.08c	chromosome_1	2937800	3326503	trans
SPAC5H10.11	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPAC607.02c	chromosome_1	3315647	3456618	trans
SPAC607.08c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPAC607.09c	chromosome_3	1724735	1731234	trans
SPAC630.04c	chromosome_3	2084276	2123837	trans
SPAC630.05	chromosome_1	2810876	2813185	trans
SPAC630.08c	chromosome_1	1720785	1750050	trans
SPAC630.09c	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	trans
SPAC630.10	chromosome_1	2447403	2452268	trans
SPAC630.12	chromosome_3	2084276	2119802	trans
SPAC630.13c	chromosome_2	3798692	3829500	trans
SPAC630.15	chromosome_1	2937800	3318540	trans
SPAC637.03	chromosome_3	2087770	2104480	trans
SPAC637.04	chromosome_3	2087770	2123837	trans
SPAC637.05c	chromosome_1	3723871	3745990	cis
SPAC637.05c	chromosome_3	2084276	2119802	trans
SPAC637.09	chromosome_3	2087770	2123837	trans
SPAC637.10c	chromosome_3	2087770	2123837	trans
SPAC637.11	chromosome_3	2101294	2119802	trans
SPAC637.12c	chromosome_3	2078298	2119802	trans
SPAC644.05c	chromosome_1	2925637	3326503	cis
SPAC644.06c	chromosome_3	2078298	2123837	trans
SPAC644.10	chromosome_3	2117330	2123837	trans
SPAC644.12	chromosome_3	2087770	2119802	trans
SPAC644.13c	chromosome_3	2084276	2119802	trans
SPAC644.16	chromosome_3	2102509	2119802	trans
SPAC644.17c	chromosome_3	2087770	2119802	trans
SPAC644.18c	chromosome_3	2084276	2119802	trans
SPAC664.01c	chromosome_2	3724190	3735773	trans
SPAC664.03	chromosome_3	2087770	2123837	trans
SPAC664.07c	chromosome_3	2102509	2119802	trans
SPAC664.15	chromosome_3	2078298	2123837	trans
SPAC683.02c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	cis
SPAC688.02c	chromosome_3	2087770	2123837	trans
SPAC688.04c	chromosome_3	2084276	2104480	trans
SPAC688.06c	chromosome_3	2087770	2123837	trans
SPAC688.07c	chromosome_3	2117330	2125061	trans
SPAC688.11	chromosome_1	3315647	3456618	cis
SPAC688.12c	chromosome_1	3315647	3326503	cis
SPAC688.16	chromosome_1	2925637	2955088	cis
SPAC694.04c	chromosome_3	2087770	2119802	trans
SPAC694.06c	chromosome_3	2101294	2104480	trans
SPAC6B12.02c	chromosome_3	2087770	2123837	trans
SPAC6B12.10c	chromosome_3	2087770	2119802	trans
SPAC6B12.12	chromosome_3	2101294	2119802	trans
SPAC6B12.16	chromosome_3	2087770	2123837	trans
SPAC6B12.19	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPAC6C3.03c	chromosome_1	3315647	3326503	trans
SPAC6C3.04	chromosome_3	2087770	2119802	trans
SPAC6C3.05	chromosome_1	2531296	2539126	trans
SPAC6C3.06c	chromosome_3	2084276	2123837	trans
SPAC6C3.09	chromosome_3	2101294	2119802	trans
SPAC6F12.03c	chromosome_3	2084276	2093353	trans
SPAC6F12.04	chromosome_3	2087770	2119802	trans
SPAC6F12.08c	chromosome_3	2084276	2119802	trans
SPAC6F12.09	chromosome_1	2541698	2604820	trans
SPAC6F12.12	chromosome_3	2101294	2119802	trans
SPAC6F12.13c	chromosome_3	2087770	2119802	trans
SPAC6F12.14	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPAC6F6.01	chromosome_3	2087770	2119802	trans
SPAC6F6.04c	chromosome_3	2117330	2123837	trans
SPAC6F6.06c	chromosome_3	2078298	2123837	trans
SPAC6F6.09	chromosome_3	2078298	2119802	trans
SPAC6F6.12	chromosome_3	2084276	2123837	trans
SPAC6F6.15	chromosome_1	2810876	2813185	cis
SPAC6F6.16c	chromosome_3	2084276	2119802	trans
SPAC6F6.19	chromosome_3	2087770	2104480	trans
SPAC6G10.05c	chromosome_3	2087770	2119802	trans
SPAC6G10.06	chromosome_3	2101294	2104480	trans
SPAC6G10.09	chromosome_3	2087770	2119802	trans
SPAC6G10.10c	chromosome_3	2087770	2123837	trans
SPAC6G9.01c	chromosome_1,chromosome_1	2665053,4602196	2950891,4949138	cis
SPAC6G9.02c	chromosome_1	2810876	2955088	cis
SPAC6G9.04	chromosome_3	2087770	2123837	trans
SPAC6G9.09c	chromosome_3	2084276	2119802	trans
SPAC6G9.10c	chromosome_3	2101294	2123837	trans
SPAC6G9.12	chromosome_3	2087770	2119802	trans
SPAC6G9.15c	chromosome_3	2101294	2123837	trans
SPAC732.01	chromosome_3	2101294	2119802	trans
SPAC732.02c	chromosome_3	2087770	2123837	trans
SPAC7D4.02c	chromosome_1	3315647	3442884	trans
SPAC7D4.04	chromosome_3	2087770	2119802	trans
SPAC7D4.08	chromosome_1	2569788	2666457	cis
SPAC7D4.09c	chromosome_3	2087770	2123837	trans
SPAC7D4.11c	chromosome_3	2084276	2123837	trans
SPAC7D4.12c	chromosome_3	2101294	2119802	trans
SPAC806.02c	chromosome_3	2084276	2119802	trans
SPAC806.05	chromosome_3	2087770	2123837	trans
SPAC806.06c	chromosome_3	2087770	2123837	trans
SPAC806.08c	chromosome_3	2087770	2123837	trans
SPAC821.07c	chromosome_3	2087770	2119802	trans
SPAC821.08c	chromosome_1	3440649	3456618	trans
SPAC823.03	chromosome_3	2084276	2119802	trans
SPAC823.04	chromosome_3	2087770	2119802	trans
SPAC823.05c	chromosome_3	2084276	2119802	trans
SPAC823.07	chromosome_3	2078298	2123837	trans
SPAC823.09c	chromosome_3	2117330	2123837	trans
SPAC823.12	chromosome_3	2087770	2123837	trans
SPAC824.02	chromosome_2	522230	526776	trans
SPAC824.02	chromosome_2	4221110	4227280	trans
SPAC824.07	chromosome_3	2087770	2119802	trans
SPAC824.08	chromosome_3	2084276	2123837	trans
SPAC869.10c	chromosome_3	2084276	2093353	trans
SPAC890.02c	chromosome_2	3507355	3706008	trans
SPAC890.03	chromosome_3	2087770	2123837	trans
SPAC890.04c	chromosome_3	2087770	2123837	trans
SPAC890.06	chromosome_3	2084276	2119802	trans
SPAC8C9.03	chromosome_1,chromosome_1	5153377,5376094	5200800,5448529	trans
SPAC8C9.04	chromosome_3	2102509	2119802	trans
SPAC8C9.05	chromosome_3	2117330	2123837	trans
SPAC8C9.06c	chromosome_1,chromosome_1	2937800,4325746	3318540,4366536	cis
SPAC8C9.12c	chromosome_1,chromosome_1	2925637,3443342	2950891,3556754	cis
SPAC8C9.15c	chromosome_3	2087770	2123837	trans
SPAC8F11.03	chromosome_3	2087770	2123837	trans
SPAC8F11.05c	chromosome_3	2087770	2119802	trans
SPAC8F11.06	chromosome_1	2541698	2547852	trans
SPAC8F11.06	chromosome_3	2078298	2119802	trans
SPAC9.03c	chromosome_1	3315647	3456618	trans
SPAC9.12c	chromosome_1	2661698	2813185	trans
SPAC922.07c	chromosome_1	3321289	3456618	trans
SPAC959.03c	chromosome_3	2084276	2119802	trans
SPAC959.05c	chromosome_1	3315647	3556754	cis
SPAC959.05c	chromosome_3	2101294	2123837	trans
SPAC959.06c	chromosome_3	2255450	2295758	trans
SPAC977.13c	chromosome_3	2101294	2119802	trans
SPAC977.17	chromosome_2	71084	126452	trans
SPAC9E9.05	chromosome_3	2084276	2093353	trans
SPAC9E9.06c	chromosome_3	2084276	2093353	trans
SPAC9E9.08	chromosome_3	2087770	2123837	trans
SPAC9E9.09c	chromosome_3	1206829	1209564	trans
SPAC9E9.10c	chromosome_3	2101294	2104480	trans
SPAC9E9.11	chromosome_1	4281981	4471094	cis
SPAC9E9.12c	chromosome_1	4281981	4471094	cis
SPAC9E9.15	chromosome_1	5161435	5222186	trans
SPAC9G1.02	chromosome_3	2078298	2123837	trans
SPAC9G1.05	chromosome_3	2087770	2123837	trans
SPAC9G1.06c	chromosome_3	2087770	2123837	trans
SPAC9G1.07	chromosome_3	2087770	2123837	trans
SPAC9G1.10c	chromosome_1,chromosome_1	2665053,4602196	2926804,4949138	trans
SPAC9G1.12	chromosome_1	3315647	3326503	trans
SPAC9G1.12	chromosome_3	2087770	2119802	trans
SPAC9G1.13c	chromosome_1,chromosome_1	2665053,4602196	2955088,4949138	trans
SPAC9G1.13c	chromosome_3	2102509	2119802	trans
SPAC9G1.15c	chromosome_3	2101294	2119802	trans
SPACUNK4.06c	chromosome_3	2087770	2119802	trans
SPACUNK4.07c	chromosome_3	2087770	2119802	trans
SPACUNK4.16c	chromosome_3	2078298	2119802	trans
SPAP14E8.02	chromosome_1,chromosome_1	2665053,4323910	2926804,4949138	trans
SPAP14E8.04	chromosome_3	2101294	2119802	trans
SPAP14E8.05c	chromosome_1	906754	1011187	trans
SPAP27G11.03	chromosome_3	2087770	2123837	trans
SPAP27G11.04c	chromosome_3	2084276	2119802	trans
SPAP27G11.05c	chromosome_3	2101294	2119802	trans
SPAP27G11.06c	chromosome_1	4142796	4183961	trans
SPAP27G11.10c	chromosome_3	2087770	2119802	trans
SPAP27G11.11c	chromosome_1	1310563	1376403	trans
SPAP27G11.11c	chromosome_2	852801	903483	trans
SPAP27G11.11c	chromosome_3	2084276	2093353	trans
SPAP27G11.12	chromosome_3	2101294	2119802	trans
SPAP27G11.15	chromosome_1	4325746	4364759	trans
SPAP27G11.15	chromosome_3	2101294	2119802	trans
SPAP27G11.16	chromosome_2	2311107	2316554	trans
SPAP27G11.16	chromosome_3	2128231	2135369	trans
SPAP32A8.03c	chromosome_1	2937800	3318540	cis
SPAP32A8.03c	chromosome_3	2087770	2123837	trans
SPAP7G5.04c	chromosome_1,chromosome_1	2665053,4602196	3318540,4949138	cis
SPAP8A3.02c	chromosome_3	2087770	2123837	trans
SPAP8A3.06	chromosome_3	2084276	2104480	trans
SPAP8A3.07c	chromosome_2	269761	282552	trans
SPAP8A3.09c	chromosome_3	2102509	2119802	trans
SPAP8A3.11c	chromosome_3	2102509	2119802	trans
SPAP8A3.13c	chromosome_1	2893934	2905076	trans
SPAPB15E9.06	chromosome_2	3635637	3712576	trans
SPAPB17E12.03	chromosome_3	2087770	2104480	trans
SPAPB17E12.10c	chromosome_3	2101294	2123837	trans
SPAPB17E12.12c	chromosome_3	2102509	2119802	trans
SPAPB17E12.14c	chromosome_3	2087770	2123837	trans
SPAPB18E9.02c	chromosome_2	3839530	3868726	trans
