Probe_Set_ID	Gene_Symbol	Gene_name_1	Gene_name_2	Description	S_cerev_homol	log2_ratio_cdk8mut	log2_ratio_Æmed12	log2_ratio_Æmed15	log2_ratio_med17Æ50	log2_ratio_Æmed18	log2_ratio_Æmed20
1769987_at	SPAC1783.07c	pap1	caf3	AP-1-like transcription factor	YML007W	-0.311111111	-0.455555556	0.566666667	0.65	0.011111111	0.055555556
1775059_at	SPAC1783.08c	rpl1502	rpl15-2	60S ribosomal protein L15b	YLR029C|YMR121C	0	0	0	-0.1	0	0
1778356_at	SPAC1786.01c	SPAC1786.01c	SPAC31G5.20c	triacylglycerol lipase	YKR089C|YOR081C	-0.044444444	-0.3	0.1	0	0.088888889	0
1776881_at	SPAC1786.02	SPAC1786.02		phospholipase	YMR006C|YMR008C|YOL011W	0	0	-0.866666667	-0.575	0	0
1773076_at	SPAC1786.03	cut11	SPAC24C9.01	spindle pole body docking protein Cut11	YML031W	0.011111111	0.188888889	-0.055555556	-0.225	-0.255555556	0.155555556
1779847_at	SPAC1786.04	SPAC1786.04		dubious	NONE	0	0	0	0	0.255555556	0
1770060_at	SPAC17A2.01	bsu1		"high-affinity import carrier for pyridoxine, pyridoxal, and pyridoxamine Bsu1"	NONE	-0.277777778	-0.4	-0.211111111	1.1	0	0
1772740_at	SPAC17A2.02c	SPAC17A2.02c		DUF887 family protein	YJR116W|YPR114W	-0.133333333	0	0	-0.45	0	0
1770052_at	SPAC17A2.03c	vma6		V-type ATPase	YLR447C	-0.166666667	0	-0.6	-0.15	-0.044444444	0
1775894_at	SPAC17A2.04c	SPAC17A2.04c		HSP chaperone complex subunit TPR repeat protein	YBR155W	0	-0.155555556	-0.388888889	0.15	0	-0.066666667
1775920_at	SPAC17A2.05	SPAC17A2.05		fumerate reductase	YEL047C|YJR051W	0.055555556	0	0.877777778	0.55	0.7	0.311111111
1779192_at	SPAC17A2.06c	vps8		WD repeat protein Vps8	YAL002W	0.066666667	-0.311111111	0.544444444	0.5	0.222222222	0
1774587_at	SPAC17A2.07c	SPAC17A2.07c		sequence orphan	NONE	0	0	0.122222222	0.5	0.655555556	0.333333333
1771439_at	SPAC17A2.08c	SPAC17A2.08c		sequence orphan	NONE	0	0	0	0.9	0.222222222	0
1779047_at	SPAC17A2.09c	csx1		RNA-binding protein Csx1	YBR212W|YHR086W	0.377777778	0.488888889	0.411111111	-0.425	0	0.122222222
1769668_at	SPAC17A2.10c	SPAC17A2.10c		dubious	NONE	0.844444444	1.744444444	0	-1.15	0	-0.088888889
1770151_at	SPAC17A2.11	SPAC17A2.11		dubious	NONE	0	0	0	0	0.477777778	0
1773442_at	SPAC17A2.12	SPAC17A2.12		chromatin remodeling complex subunit	YOR191W	0.255555556	0	0.388888889	0.9	0.044444444	-0.2
1770252_at	SPAC17A2.13c	rad25		14-3-3 protein Rad25	YDR099W|YER177W	0	0	0.055555556	0	0.244444444	0.088888889
1769974_at	SPAC17A2.14	SPAC17A2.14	SPAC17G6.01	CorA family magnesium ion transporter	YKL064W|YOL130W	0	0	-0.744444444	0.1	0	0
1774320_at	SPAC17A2.15	SPAC17A2.15		dubious	NONE	0	0.4	0.611111111	0	0	0
1772445_at	SPAC17A5.01	SPAC17A5.01		peroxin-6	YNL329C	0	-0.588888889	0	0.675	0.355555556	0
1773830_at	SPAC17A5.02c	dbr1		RNA lariat debranching enzyme	YKL149C	0	-0.177777778	0	0.225	0	0
1773380_s_at	SPAC17A5.03	rpl301	"rpl3-1,rpl3"	60S ribosomal protein L3	YOR063W	0	0	0.044444444	-0.125	0.055555556	0.033333333
1774457_at	SPAC17A5.04c	mde10		peptidase family M12B	NONE	0	-0.055555556	0.044444444	0.375	0.088888889	0
1775010_at	SPAC17A5.05c	SPAC17A5.05c		sequence orphan	NONE	-0.1	1.144444444	0.055555556	0.275	0.288888889	0.677777778
1775929_at	SPAC17A5.06	ercc3sp		transcription factor TFIIH complex ERCC-3 subunit	YIL143C	0	0	0.288888889	0.25	0.4	0.066666667
1775515_at	SPAC17A5.07c	ulp2		peptidase family C48	YIL031W	0	-0.188888889	0.211111111	0.8	0.577777778	0.122222222
1775125_at	SPAC17A5.08	SPAC17A5.08		COPII-coated vesicle component	YAL007C|YDL018C|YOR016C	0	0	0	0.075	0.188888889	0
1773912_at	SPAC17A5.09c	SPAC17A5.09c		low similarity to human protein phosphatase inhibitor 2 and S. cerevisiae GLC8-Modulator of protein serine/threonine phosphatase-involved in control of vacuole fusion-by multiple alignment	YMR311C	0	0	1.111111111	0.325	0.844444444	0.644444444
1769492_at	SPAC17A5.10	SPAC17A5.10		conserved fungal protein	YGR268C	-0.6	0.4	0.5	-0.25	0.111111111	0.366666667
1770153_at	SPAC17A5.11	rec12	spo11	endonuclease Rec12	YHL022C	0	0	0	0	-0.088888889	-0.088888889
1769370_at	SPAC17A5.12	ucp7		UBA domain protein	YDR320C	-0.077777778	-0.066666667	0	0.375	0.322222222	0
1774580_at	SPAC17A5.13	SPAC17A5.13		GTP cyclohydrolase	YGR267C	-0.055555556	0.666666667	-0.722222222	-0.45	-0.3	0
1779783_at	SPAC17A5.14	exo2		exonuclease II	YGL173C	0	-0.4	0.044444444	0	0.011111111	0
1777098_at	SPAC17A5.15c	SPAC17A5.15c		glutamate-tRNA ligase	YGL245W	0	0	0	0	0	0
1771427_at	SPAC17A5.16	SPAC17A5.16		conserved eukaryotic protein	NONE	-0.066666667	0	0	-0.225	0.044444444	0
1772152_at	SPAC17A5.18c	rec25	mug19	meiotic recombination protein Rec25	NONE	0	0	0	0	0.144444444	0
1773005_at	SPAC17C9.01c	nuc2	"apc3,SPAC1851.01"	anaphase-promoting complex subunit Apc3	YBL084C	0	-0.055555556	0.233333333	0.125	0.322222222	0
1776569_at	SPAC17C9.02c	lys7		alpha-aminoadipate reductase phosphopantetheinyl transferase Lys7	YGL154C	0.077777778	0	0	0	0	0
1774452_at	SPAC17C9.03	tif471		translation initiation factor eIF4G	YGL049C|YGR162W	0	0	0	0	0.144444444	0.033333333
1769672_at	SPAC17C9.05c	pmc3		mediator complex subunit Pmc3	NONE	0.033333333	-0.177777778	0.177777778	0.075	0.122222222	-0.033333333
1774179_at	SPAC17C9.06	sam50		SAM complex subunit Sam50	YNL026W	0.088888889	0.2	0.444444444	-0.225	0.1	0.255555556
1772769_at	SPAC17C9.07	alg8		glucosyltransferase Alg8	YOR067C	0	0	0	0	0.122222222	0
1772115_at	SPAC17C9.08	pnu1	nuc1	endodeoxyribonuclease Pnu1	YJL208C	0	0	0.211111111	0.575	0.466666667	0.022222222
1778776_at	SPAC17C9.09c	tim13		TIM22 inner membrane protein import complex subunit Tim13	YGR181W	0.233333333	0	0	0	0	0
1779034_at	SPAC17C9.10	stm1		G-protein coupled receptor Stm1	YBR147W|YDR090C|YDR352W|YOL092W	0.044444444	0	0.077777778	0	0.022222222	0
1775361_at	SPAC17C9.11c	SPAC17C9.11c		zinc finger protein	NONE	0	0	0.833333333	0.225	0.788888889	0.444444444
1773704_at	SPAC17C9.12	SPAC17C9.12		MSP domain	YBL091C-A|YER120W	-0.055555556	-0.755555556	0	0	0.022222222	0
1778722_at	SPAC17C9.13c	cut8		tethering factor for nuclear proteasome Cut8	YIR011C	0	0	0.244444444	0.7	0.444444444	0.066666667
1771277_at	SPAC17C9.14	SPAC17C9.14		Pex19 protein family	YDL065C	0	-0.066666667	0.544444444	0.35	0.144444444	0
1769965_at	SPAC17C9.15c	SPAC17C9.15c		dubious	NONE	-0.055555556	-0.088888889	-0.288888889	0.7	0.5	0.211111111
1776816_at	SPAC17C9.16c	SPAC17C9.16c	SPAC9E9.16	spermine transporter family	YPR156C	-0.866666667	0.077777778	-1.122222222	-0.1	-0.2	0
1776060_at	SPAC17D4.02	cdc45	"sna41,goa1"	pre-initiation complex subunit Cdc45	YLR103C	-0.055555556	-0.211111111	-0.077777778	0.65	0.022222222	-0.2
1770661_at	SPAC17D4.03c	SPAC17D4.03c		metal transporter	YDR205W	0	-0.577777778	-0.055555556	0	0	-0.022222222
1774790_at	SPAC17D4.04	SPAC17D4.04	SPAC458.01	tRNA (cytosine-5-)-methyltransferase	YBL024W	0	0	0	0.15	0	-0.044444444
1779943_at	SPAC17G6.02c	SPAC17G6.02c		RTA1-like protein	YER185W|YGR213C|YLR046C|YOR049C	-0.255555556	-0.177777778	-0.055555556	-0.95	-1.233333333	-0.555555556
1773387_at	SPAC17G6.03	SPAC17G6.03		calcineurin-like phosphoesterase	YHR202W	-0.188888889	-0.588888889	0.177777778	-1.925	-1.688888889	-0.855555556
1771343_at	SPAC17G6.04c	cpp1		protein farnesyltransferase beta subunit Cpp1	YDL090C	0	0	0	-0.35	0	-0.077777778
1773596_at	SPAC17G6.05c	SPAC17G6.05c		BRO1 domain protein	YPL084W	-1.133333333	0.911111111	0.244444444	-0.45	-0.822222222	0.422222222
1778110_at	SPAC17G6.06	rps2401	"rps24-1,rps24"	40S ribosomal protein S24	YER074W|YIL069C	0	0	0	-0.125	0	0
1770471_at	SPAC17G6.07c	SPAC17G6.07c		SNARE	YGL098W	0	-0.222222222	-0.255555556	0.4	0.122222222	0
1771770_at	SPAC17G6.08	pep7	vac1	zinc finger protein	YDR323C	0	0	0	0	0	0
1769664_at	SPAC17G6.09	sec62		ER protein translocation subcomplex subunit Sec62	YPL094C	-0.077777778	0.033333333	0.077777778	0.175	0.288888889	0.411111111
1770520_at	SPAC17G6.10	SPAC17G6.10		Myb family	YFR037C	0	-0.588888889	0	0.225	0.111111111	0
1769475_at	SPAC17G6.11c	SPAC17G6.11c		glucosidase	YGR143W|YPR159W	-0.033333333	0	0.288888889	0.5	0.111111111	0.088888889
1779353_at	SPAC17G6.12	cul1	pcu1	cullin 1	YDL132W	-0.522222222	-0.9	-0.466666667	0	0	-0.1
1772653_at	SPAC17G6.13	slt1		sequence orphan	NONE	0.188888889	0.2	0.944444444	0	1.277777778	0.955555556
1770616_at	SPAC17G6.14c	uap56		ATP-dependent RNA helicase Uap56	YDL084W	0	0	-0.2	-0.35	0	0
1772242_at	SPAC17G6.15c	SPAC17G6.15c		MTC tricarboxylate transporter	YOR271C	0	-0.044444444	-0.122222222	-0.35	-0.455555556	0
1774123_at	SPAC17G6.16c	ysh1		mRNA cleavage and polyadenylation specificity factor complex subunit Ysh1	YLR277C	0	-0.055555556	0	0.425	0.366666667	0
1771116_at	SPAC17G6.17	pof8		F-box protein	NONE	0	-0.411111111	-0.344444444	0.2	-0.044444444	-0.177777778
1776138_at	SPAC17G8.01c	SPAC17G8.01c	SPAC6C3.10c	tRNA ligase	YJL087C	0	0	-0.144444444	0.425	0	0
1774062_at	SPAC17G8.02	SPAC17G8.02		uridine ribohydrolase	YDR400W	0.066666667	0	0.3	0	0	0
1778662_at	SPAC17G8.03c	dpb3		DNA polymerase epsilon subunit Dpb3	YBR278W	0	0	0	0	0.033333333	0
1779636_at	SPAC17G8.04c	arc15	arc5	ARP2/3 actin-organizing complex subunit Arc15	YIL062C	0	-0.344444444	0	0.3	0.155555556	0.166666667
1778441_at	SPAC17G8.05	SPAC17G8.05		TATA-box related factor (TRF)	NONE	0	0	-0.588888889	0	0	-7.188888889
1778690_at	SPAC17G8.06c	SPAC17G8.06c		dihydroxy-acid dehydratase	YJR016C	0	0	0	-0.125	0	0
1776733_at	SPAC17G8.07	SPAC17G8.07		YEATS family protein	YNL107W	0	-0.466666667	0	0.65	0.288888889	0.022222222
1775304_at	SPAC17G8.08c	SPAC17G8.08c		UPF0016 family	YBR187W	0	0	-0.4	0	0	0
1779758_at	SPAC17G8.09	shg1		Csp15 family protein	YBR258C	0	0	0	0.6	0.488888889	0
1771694_at	SPAC17G8.10c	dma1		mitotic spindle checkpoint protein Dma1	YHR115C|YNL116W	0.188888889	0.144444444	1.088888889	0.25	0.311111111	0.244444444
1769840_at	SPAC17G8.11c	SPAC17G8.11c		mannosyltransferase complex subunit	YBR161W|YPL057C	0	0	0.788888889	0.4	0.055555556	0
1778647_at	SPAC17G8.12	SPAC17G8.12		sequence orphan	NONE	-0.244444444	0	0	0	0.4	0.233333333
1770475_at	SPAC17G8.13c	mst2		histone acetyltransferase Mst2	YBL052C|YBL052C	0	-0.2	0.577777778	0	0	-0.088888889
1775404_at	SPAC17G8.14c	pck1	SPAC22H10.01c	protein kinase C (PKC)-like Pck1	YBL105C	0.088888889	0	0.233333333	-0.4	0	0
1777993_at	SPAC17H9.01	cid16		poly(A) polymerase Cid16	NONE	0	-0.066666667	0.166666667	0.875	0.611111111	0.377777778
1770273_at	SPAC17H9.02	SPAC17H9.02		DEAD/DEAH box helicase	YJL050W	0	-0.188888889	0	0.375	0	0
1771607_at	SPAC17H9.03c	SPAC17H9.03c		sequence orphan	NONE	0	-0.166666667	0.044444444	0.3	0	-0.111111111
1773701_at	SPAC17H9.04c	SPAC17H9.04c		RNA-binding protein	YDL167C	-0.5	0	-0.477777778	0.175	-0.433333333	-0.222222222
1771656_at	SPAC17H9.05	ebp2		P40-like	YKL172W	-0.122222222	-0.055555556	-0.333333333	0.825	0.177777778	0
1776201_at	SPAC17H9.06c	SPAC17H9.06c		sequence orphan	NONE	0	-0.355555556	0.377777778	0.725	0	-0.077777778
1775148_at	SPAC17H9.07	SPAC17H9.07		signal recognition particle subunit Srp21	YKL122C	0	0	0	-0.075	-0.333333333	0
1778870_at	SPAC17H9.08	SPAC17H9.08		mitochondrial coenzyme A transporter	YHR002W	0	0	-0.133333333	0	-0.044444444	-0.144444444
1774013_at	SPAC17H9.09c	ras1	ste5	GTPase Ras1	YNL098C|YOR101W	0	0	0	0	0	0
1773366_at	SPAC17H9.10c	ddb1		damaged DNA binding protein Ddb1	NONE	0	-0.177777778	0	0.3	0.211111111	0
1779060_at	SPAC17H9.11	SPAC17H9.11		cofilin/tropomyosin family	YDR063W	0	0	0	0.725	0.355555556	0
1771059_at	SPAC17H9.12c	SPAC17H9.12c		NADH-cytochrome reductase	YKL150W	-0.288888889	-0.311111111	-0.044444444	0.525	0	0
1774528_at	SPAC17H9.13c	SPAC17H9.13c		glutamate 5-kinase	YDR300C|YHR033W	0	-0.144444444	-0.355555556	0	0	-0.033333333
1777496_at	SPAC17H9.14c	SPAC17H9.14c		protein disulfide isomerase	YOL088C	0	0	0	0	0.111111111	0
1777908_at	SPAC17H9.16	tom22		mitochondrial TOM complex subunit Tom22	YNL131W	0	0	0	0	0	0
1771243_at	SPAC17H9.17c	mdm10		Mdm10/Mdm12/Mmm1 complex	YAL010C	0	-0.111111111	0	-0.05	0	-0.144444444
1775689_at	SPAC17H9.18c	SPAC17H9.18c		dubious	NONE	0	-0.055555556	-0.511111111	0	-0.2	-0.122222222
1773184_at	SPAC17H9.19c	cdt2	sev1	WD repeat protein Cdt2	NONE	-0.133333333	0	-1.244444444	-0.325	-0.722222222	0
1774023_at	SPAC17H9.20	psc3	SPAC607.01	"mitotic cohesin complex, non-SMC subunit Psc3"	YIL026C	-0.044444444	-0.444444444	-0.8	-0.425	-0.122222222	-0.1
1777176_at	SPAC1805.01c	ppk6	SPAPJ736.02c	serine/threonine protein kinase	YAL017W|YOL045W	0	-0.188888889	0.055555556	0.525	0.355555556	0.044444444
1777063_at	SPAC1805.02c	SPAC1805.02c		electron transfer flavoprotein beta subunit	YGR207C	0	0	0	0.725	0.522222222	0
1772619_at	SPAC1805.03c	SPAC1805.03c		conserved eukaryotic protein	YOL125W	0	0	0	0.275	0	0
1770523_at	SPAC1805.04	nup132	Nup133b	nucleoporin Nup132	YKR082W	0	0	-0.166666667	0	0	0
1776519_at	SPAC1805.05	cki3		serine/threonine protein kinase Cki3	YER123W|YHR135C|YNL154C	-0.155555556	0	-0.333333333	0.075	0	0.077777778
1770164_at	SPAC1805.06c	hem2		porphobilinogen synthase Hem2	YGL040C	0.311111111	0.1	0	-0.1	0.1	0
1771858_at	SPAC1805.07c	dad2	hos2	DASH complex subunit Dad2	YKR083C	0	0	0	0	-0.044444444	0
1778490_at	SPAC1805.08	dlc1		dynein light chain Dlc1	YER071C	-0.044444444	-0.122222222	0	0.325	0.122222222	0.022222222
1770196_at	SPAC1805.09c	SPAC1805.09c		methionyl-tRNA formyltransferase Fmt1	YBL013W	0	-0.088888889	0.166666667	-0.475	-0.5	-0.677777778
1773049_at	SPAC1805.10	SPAC1805.10		sequence orphan	NONE	0	-0.211111111	0.2	0	0.244444444	0
1775382_at	SPAC1805.11c	rps2602	rps26-2	40S ribosomal protein S26	YER131W|YGL189C	0	0.022222222	0.022222222	-0.125	0	0
1778195_at	SPAC1805.12c	uep1	ubi2	ribosomal-ubiquitin fusion protein	YIL148W|YKR094C	0	0	0	-0.125	0	0
1773932_at	SPAC1805.13	rpl14		60S ribosomal protein L14	YHL001W|YKL006W	0	0.044444444	0.044444444	-0.125	0.022222222	0
1774577_at	SPAC1805.14	SPAC1805.14		sequence orphan	NONE	0.122222222	0	-0.433333333	0.275	0	-0.033333333
1779470_at	SPAC1805.15c	pub2		ubiquitin-protein ligase (E3)	YER125W	0	-0.188888889	0.788888889	0.625	0.033333333	-0.144444444
1773717_at	SPAC1805.16c	SPAC1805.16c		purine nucleoside phosphorylase	YLR209C	-0.277777778	0	-0.177777778	-0.25	-0.044444444	0
1777008_at	SPAC1805.17	crm1	"caf2,SPAC1B2.01"	nuclear export receptor Crm1	YGR218W	-0.388888889	-0.388888889	-0.066666667	0	0.266666667	0.222222222
1774411_at	SPAC1834.01	sup45		translation release factor eRF1	YBR143C	0	0	-0.244444444	-0.275	-0.044444444	0
1776376_at	SPAC1834.02	aro1		pentafunctional aromatic polypeptide Aro1	YDR127W	0	0	0	0	0.044444444	0
1776149_at	SPAC1834.03c	hhf1	h4.1	histone H4	YBR009C|YNL030W	0	-0.044444444	-0.155555556	0	0	0
1776277_x_at	SPAC1834.03c	hhf1	h4.1	histone H4	YBR009C|YNL030W	0	0	0	0	0.033333333	0
1777506_x_at	SPAC1834.04	hht1		histone H3	YBR010W|YNL031C	0	0	0	-0.1	0	0
1778324_at	SPAC1834.04	hht1		histone H3	YBR010W|YNL031C	0	0	0	-0.075	0	0
1779492_at	SPAC1834.05	alg9		mannosyltransferase complex subunit Alg9	YNL219C	0	-0.133333333	-0.233333333	-0.075	0	0
1777688_at	SPAC1834.06c	pmo25		mo25 family protein Pmo25	YKL189W	0.133333333	0	0	-0.15	0	0
1775496_at	SPAC1834.07	klp3	krp1	kinesin-like protein Klp3	NONE	0	0	0.355555556	0.925	0.555555556	0.077777778
1771668_at	SPAC1834.08	mak1	phk3	histidine kinase Mak1	NONE	0	-0.066666667	0.2	0.25	0	0
1776435_at	SPAC1834.09	SPAC1834.09		sequence orphan	NONE	0	0	0.755555556	0.575	0.344444444	0
1777591_at	SPAC1834.10c	SPAC1834.10c		sequence orphan	NONE	-0.155555556	-0.677777778	-0.322222222	0.475	0	0
1779640_at	SPAC1834.11c	sec18		secretory protein Sec18	YBR080C	0.033333333	0	0.433333333	0.3	0.377777778	0.066666667
1774153_at	SPAC1834.12	pex7	SPAC17D4.01	peroxin-7		0	0	-1.688888889	-1.05	-0.688888889	-0.288888889
1779230_at	SPAC1851.02	SPAC1851.02		fatty acyltransferase	YDL052C	0	0	-0.155555556	-0.225	0	0
1776950_at	SPAC1851.03	ckb1		CK2 family	YGL019W|YOR039W	-0.122222222	-0.122222222	0	-0.225	0	0
1770021_at	SPAC1851.04c	SPAC1851.04c	SPAC27D7.01c	DUF1339	YLR039C	0	-0.744444444	0.144444444	0.475	0.433333333	0
1779048_at	SPAC186.01	SPAC186.01		glycoprotein	NONE	3.977777778	3.422222222	0	2.1	0.622222222	-2.544444444
1769944_at	SPAC186.02c	SPAC186.02c		2-hydroxyacid dehydrogenase	NONE	0	0	0	2.075	0.955555556	-2.977777778
1769734_s_at	SPAC186.03	SPAC186.03		L-asparaginase	YLR155C|YLR157C|YLR158C|YLR160C	-0.622222222	-1.122222222	-1.866666667	-2.375	-2.933333333	-1.744444444
1769794_at	SPAC186.04c	SPAC186.04c		pseudogene		0	0	6.544444444	0.2	0	4.377777778
1772987_at	SPAC186.05c	SPAC186.05c		hypothetical protein	YBR187W	0	0.211111111	7.822222222	0.35	0.188888889	5.488888889
1769825_at	SPAC186.06	SPAC186.06		hypothetical protein	YHR029C	0.2	0	5.466666667	-1.35	0	3.766666667
1771875_at	SPAC186.07c	SPAC186.07c		2-hydroxyacid dehydrogenase	NONE	0	0	4.933333333	0	0	1.811111111
1779692_at	SPAC186.08c	SPAC186.08c		L-lactate dehydrogenase	NONE	0	1.988888889	3.011111111	0	0.3	1.444444444
1771281_at	SPAC186.09	SPAC186.09		pyruvate decarboxylase	NONE	0	0	0	0	0	0.4
1777310_at	SPAC18B11.02c	SPAC18B11.02c		pseudouridylate synthase	YDL036C	0	-0.255555556	-0.366666667	-0.025	0.044444444	0.033333333
1773775_at	SPAC18B11.03c	SPAC18B11.03c		N-acetyltransferase	YGR212W	0.144444444	0	1.422222222	1.125	0.433333333	0
1771587_at	SPAC18B11.04	ncs1		related to neuronal calcium sensor Ncs1	YDR373W	0	-0.055555556	1.122222222	0.475	0.311111111	0.077777778
1770237_at	SPAC18B11.05	gpi18		pig-V	YBR004C	0	0	0.255555556	0.15	0	0
1770251_at	SPAC18B11.06	SPAC18B11.06		small nucleolar ribonucleoprotein	YER127W	0	-0.055555556	-0.055555556	0.775	0.1	0
1775994_at	SPAC18B11.07c	rhp6	ubc2	ubiquitin conjugating enzyme	YGL058W	0	-0.044444444	0	0.1	0.266666667	0.088888889
1772318_at	SPAC18B11.08c	SPAC18B11.08c		conserved yeast protein	YPR063C	0	-0.044444444	-0.277777778	0	0	0
1773787_at	SPAC18B11.09c	SPAC18B11.09c		acetyltransferase	YJL218W	0.222222222	0	0.033333333	1.025	0.633333333	0
1775998_at	SPAC18B11.10	tup11		transcriptional corepressor Tup11	YCR084C	0	0	-0.566666667	-0.075	0	0
1774692_at	SPAC18B11.11	SPAC18B11.11	SPAC1F5.01	GTPase activating protein	NONE	-0.055555556	-0.4	-0.111111111	0	-0.044444444	-0.188888889
1772189_at	SPAC18G6.01c	SPAC18G6.01c		hypothetical protein	YHR198C|YHR199C	-0.844444444	0	1.577777778	-0.675	-0.088888889	-0.1
1771854_at	SPAC18G6.02c	chp1		chromodomain protein	NONE	-0.055555556	0	0.544444444	0.75	0.144444444	0
1778276_at	SPAC18G6.03	ypt3		GTPase Ypt3	YER031C|YGL210W	-0.411111111	-0.044444444	-0.322222222	0	0.044444444	0
1773330_at	SPAC18G6.04c	shm2		serine hydroxymethyltransferase	YBR263W	0	-0.211111111	-0.277777778	-0.3	0	-0.133333333
1773232_at	SPAC18G6.05c	SPAC18G6.05c		HEAT repeat	YGL195W	-0.033333333	0	-0.133333333	-0.45	-0.166666667	0
1779271_at	SPAC18G6.06	SPAC18G6.06		ribonucleoprotein (RNP) complex	YKL099C	-0.255555556	-0.688888889	-0.333333333	0.65	0	-0.066666667
1779424_at	SPAC18G6.07c	mra1		nucleolar protein	YLR186W	0	0	0	-0.225	0	-0.055555556
1775229_at	SPAC18G6.09c	SPAC18G6.09c		sequence orphan	NONE	-0.7	1.511111111	1.322222222	0.4	-0.044444444	1.077777778
1779203_at	SPAC18G6.10	SPAC18G6.10		chromosome segregation protein	YDR458C|YML034W	0	-0.322222222	0	0	0.077777778	0
1776001_at	SPAC18G6.11c	rrn3		ribosomal DNA transcription factor Rrn3	YKL125W	0	0	-0.688888889	0.5	-0.366666667	-0.222222222
1777194_at	SPAC18G6.12c	SPAC18G6.12c		hypothetical protein	NONE	0.177777778	0	0.4	-0.05	0.277777778	0
1774986_at	SPAC18G6.13	SPAC18G6.13		dubious	NONE	-0.055555556	-0.522222222	0.7	0.45	0	0.111111111
1775296_at	SPAC18G6.14c	rps7		40S ribosomal protein S7	YNL096C|YOR096W	0	0	0.022222222	-0.05	0.1	0.044444444
1774449_at	SPAC18G6.15	mal3		EB1 family plus end tracking protein Mal3	YER016W	0	0	-0.633333333	0	0.011111111	0
1778978_at	SPAC1952.01	SPAC1952.01	SPAC1B3.19	GPI-anchor transamidase complex 5th subunit	YLR459W	-0.066666667	0.466666667	0.033333333	-0.275	-0.311111111	0.122222222
1779108_at	SPAC1952.02	SPAC1952.02		G-patch domain	YGR280C|YMR269W	0	0	-0.188888889	0.675	0.066666667	0
1771556_at	SPAC1952.03	SPAC1952.03		OTU-like cysteine protease	YHL013C	0	-0.2	0.033333333	0.425	0.455555556	0
1771576_at	SPAC1952.04c	SPAC1952.04c		dubious	NONE	0.044444444	0	0.977777778	0.075	0.044444444	0
1771430_at	SPAC1952.05	gcn5		histone acetyltransferase complex subunit Gcn5	YGR252W	0	-0.122222222	-0.077777778	0.3	0	0
1771136_at	SPAC1952.06c	SPAC1952.06c		conserved eukaryotic protein	NONE	0	-0.066666667	0	0.325	0.255555556	0.033333333
1779729_at	SPAC1952.07	rad1		checkpoint clamp complex protein Rad1	YOR368W	0	0	0	0.25	0.122222222	0
1774075_at	SPAC1952.08c	SPAC1952.08c		pyridoxamine 5'-phosphate oxidase	YLR456W|YPR172W	-0.044444444	0	0	0.075	0.411111111	0.077777778
1780227_at	SPAC1952.09c	SPAC1952.09c		acetyl-CoA hydrolase	YBL015W	0.066666667	0	0.155555556	-0.45	-0.255555556	-0.044444444
1774089_at	SPAC1952.10c	SPAC1952.10c		plasma membrane protein	NONE	0	-0.066666667	-0.055555556	0	-0.322222222	-0.077777778
1780051_at	SPAC1952.11c	ure2		urease	NONE	-0.522222222	-0.922222222	-0.577777778	-0.2	-0.188888889	-0.255555556
1771964_at	SPAC1952.12c	csn71	"csn7a,csn7"	COP9/signalosome complex subunit 7a	NONE	0	0	0.044444444	0	0.022222222	0
1770991_at	SPAC1952.13	ned1		lipin	YMR165C	0.1	0	1.288888889	-0.225	0.744444444	0.422222222
1776018_at	SPAC1952.14c	mrpl25		mitochondrial ribosomal protein subunit L25	YGR076C	-0.077777778	-0.611111111	-0.3	0.15	0.1	-0.033333333
1775923_at	SPAC1952.15c	rec24	mug6	meiotic recombination protein Rec24	NONE	0	0	0	0	0.222222222	-0.288888889
1773489_at	SPAC1952.16	rga9		FCH domain	NONE	-0.188888889	0	-0.411111111	-0.7	-0.133333333	-0.044444444
1777822_at	SPAC1952.17c	SPAC1952.17c	SPAC890.01c	GTPase activating protein	NONE	0	-0.166666667	0.788888889	0.5	0.444444444	0
1775081_at	SPAC19A8.01c	sec73	"sec7c,SPAC23H3.01"	guanyl-nucleotide exchange factor	YPR095C	-0.055555556	-0.533333333	0.088888889	0.275	-0.2	-0.188888889
1772546_at	SPAC19A8.02	SPAC19A8.02		pleckstrin homology domain	YHR155W|YNL257C	0.055555556	0	0.366666667	0.3	0.3	0.044444444
1776982_at	SPAC19A8.03	SPAC19A8.03		myotubularin-related protein	YJR110W	-0.855555556	0	0.077777778	-0.325	-0.144444444	0
1777135_at	SPAC19A8.04	erg5		C-22 sterol desaturase	YMR015C	0	0	0.144444444	0	0.111111111	0.044444444
1779612_at	SPAC19A8.05c	vps27		zinc finger protein	YNR006W	0	-0.077777778	1.411111111	0.275	0.511111111	0.033333333
1769712_at	SPAC19A8.06	SPAC19A8.06		oxidoreductase	YNL181W	0	-0.311111111	0.1	0.425	0	0
1778175_at	SPAC19A8.07c	SPAC19A8.07c		U3 snoRNP-associated protein	YNL075W	-0.466666667	-0.622222222	-0.911111111	1.175	0.077777778	-0.033333333
1777983_at	SPAC19A8.08	upf2		nonsense-mediated decay protein Upf2	YHR077C	0	-0.311111111	0.244444444	0.75	0.322222222	0
1775513_at	SPAC19A8.09	SPAC19A8.09		ER to Golgi transprot protein	YER074W-A	0	0	0.255555556	0.325	0.155555556	0
