Category_Name	External_ID	GeneSet_Name	over_represented/under_represented	List_Frequency	Background_Frequency	Corrected_pvalue	Genes_In_Common/Interacting_Gene_Pair
GO Cellular Component	GO:0022625;	cytosolic large ribosomal subunit	Enriched	9.27152317880795 (14/151)	1.41122415490647 (43/3047)	1.31288e-05	SPAC959.08;SPCC74.05;SPCC364.03;SPCC576.11;SPBC776.11;SPAC3G9.03;SPAC3H5.10;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Cellular Component	GO:0022626;	cytosolic ribosome	Enriched	11.9205298013245 (18/151)	2.75680997702658 (84/3047)	8.3226e-05	SPAC959.08;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Cellular Component	GO:0015934;	large ribosomal subunit	Enriched	9.27152317880795 (14/151)	1.67377748605185 (51/3047)	8.35932e-05	SPAC959.08;SPCC74.05;SPCC364.03;SPCC576.11;SPBC776.11;SPAC3G9.03;SPAC3H5.10;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Cellular Component	GO:0044445;	cytosolic part	Enriched	12.5827814569536 (19/151)	3.15063997374467 (96/3047)	9.9876e-05	SPAC959.08;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPBC23G7.12c;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Cellular Component	GO:0032991;	macromolecular complex	Enriched	50.9933774834437 (77/151)	31.5063997374467 (960/3047)	0.000186651	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCP1E11.10;SPBC2D10.07c;SPBC947.10;SPBC17G9.02c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPAC823.05c;SPAC6B12.12;SPBC354.05c;SPAC5D6.02c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPAC13D6.01;SPAC12G12.03;SPBC776.15c;SPCC576.11;SPCC895.07;SPAC1B2.04;SPCC1450.05c;SPBC776.11;SPAC22A12.03c;SPAC3G9.03;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPAC890.02c;SPBC23G7.12c;SPAC26F1.03;SPAC3H5.12c;SPBC409.19c;SPAC3G9.07c;SPBC405.07;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPAPB17E12.05;SPCC330.14c;SPAC637.11;SPCC550.11;SPAC18G6.09c;
GO Cellular Component	GO:0005840;	ribosome	Enriched	11.9205298013245 (18/151)	3.21627830653101 (98/3047)	0.000361501	SPAC959.08;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Cellular Component	GO:0044391;	ribosomal subunit	Enriched	11.2582781456954 (17/151)	2.95372497538563 (90/3047)	0.000416444	SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Cellular Component	GO:0030529;	ribonucleoprotein complex	Enriched	15.2317880794702 (23/151)	6.30127994748933 (192/3047)	0.00767131	SPAC13C5.02;SPBC32F12.05c;SPCC736.11;SPAC959.08;SPCC74.05;SPAC4F8.03;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPAC12G12.03;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Molecular Function	GO:0003735;	structural constituent of ribosome	Enriched	11.2582781456954 (17/151)	2.75680997702658 (84/3047)	0.000198729	SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
GO Molecular Function	GO:0005198;	structural molecule activity	Enriched	11.2582781456954 (17/151)	3.51165080406958 (107/3047)	0.00256425	SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;SPCC330.14c;
Gene Expression		Ribosomal protein module Homol D E	Enriched	13.9072847682119 (21/151)	3.70856580242862 (113/3047)	8.3226e-05	SPAC959.08;SPCC74.05;SPAC23H4.10c;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPBP8B7.18c;SPCC962.04;SPAC17A2.01;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC10F6.01c;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPCC330.14c;
Gene Expression		Ribosomal protein module 2	Enriched	15.2317880794702 (23/151)	4.43058746307844 (135/3047)	8.49762e-05	SPBPB10D8.04c;SPBC11B10.02c;SPAC959.08;SPCC74.05;SPAC23H4.10c;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPCC962.04;SPAC17A2.01;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC6F12.10c;SPAPB1E7.12;SPAC10F6.01c;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPCC330.14c;
Gene Expression		Highly expressed genes	Enriched	17.2185430463576 (26/151)	6.89202494256646 (210/3047)	0.00162229	SPBPB10D8.04c;SPAC959.08;SPCC74.05;SPAC23H4.10c;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPCC962.04;SPAC17A2.01;SPAC977.14c;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPBC776.03;SPAC6F12.10c;SPAPB1E7.12;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPBC725.01;SPAC26F1.03;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;
Gene Expression		Oxidative Stess Cluster 9	Enriched	9.27152317880795 (14/151)	2.52707581227437 (77/3047)	0.00313047	SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPCC576.11;SPBC776.11;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAPB1E7.12;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;
Phenotypes (FYPO)	FYPO:0000046;	decreased cell population growth	Enriched	42.3841059602649 (64/151)	21.7591073186741 (663/3047)	1.31288e-05	SPAC22F3.09c;SPBC543.09;SPBC1215.01;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPCC736.07c;SPAC4F8.03;SPCC4B3.10c;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPBC28F2.10c;SPBC31F10.15c;SPAC22F8.11;SPAC6B12.12;SPBC354.05c;SPAPB1E7.06c;SPBC19F8.06c;SPBPB10D8.06c;SPBC691.04;SPCC16C4.10;SPBC725.02;SPBC776.15c;SPAC1B3.01c;SPBC1604.25;SPAC1B2.04;SPCC1450.05c;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPAC1D4.06c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPAC27E2.11c;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC409.19c;SPAC3G9.07c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0001355;	decreased vegetative cell population growth	Enriched	41.7218543046358 (63/151)	21.5293731539219 (656/3047)	1.73393e-05	SPAC22F3.09c;SPBC543.09;SPBC1215.01;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPCC736.07c;SPAC4F8.03;SPCC4B3.10c;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPBC28F2.10c;SPBC31F10.15c;SPAC22F8.11;SPAC6B12.12;SPBC354.05c;SPAPB1E7.06c;SPBC19F8.06c;SPBPB10D8.06c;SPBC691.04;SPCC16C4.10;SPBC776.15c;SPAC1B3.01c;SPBC1604.25;SPAC1B2.04;SPCC1450.05c;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPAC1D4.06c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPAC27E2.11c;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC409.19c;SPAC3G9.07c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0001234;	slow vegetative cell population growth	Enriched	23.841059602649 (36/151)	9.451919921234 (288/3047)	8.3226e-05	SPAC1783.07c;SPCC188.07;SPCP1E11.10;SPAC23H4.10c;SPBC56F2.05c;SPCC1840.09;SPAC24C9.12c;SPCC364.03;SPAC3H1.04c;SPBP8B7.18c;SPBC530.13;SPCC962.04;SPAC6B12.12;SPAC5D6.02c;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPCC895.07;SPCC1450.05c;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPCC306.09c;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC1D4.06c;SPCC895.05;SPAC1783.04c;SPAC29A4.09;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPAC17H9.19c;SPCC1393.08;
Phenotypes (FYPO)	FYPO:0000127;	increased sensitivity to chemical during vegetative growth	Enriched	70.8609271523179 (107/151)	50.278962914342 (1532/3047)	0.000134695	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPBC839.19;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPBC4F6.10;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPBC1347.07;SPAC3F10.09;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPAC959.04c;SPBC947.10;SPBC2G2.13c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC530.13;SPAC823.05c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPBC12C2.01c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPAC3H5.12c;SPBC409.19c;SPAC3G9.07c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPCC550.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0002683;	increased sensitivity to chemical	Enriched	70.8609271523179 (107/151)	50.3446012471283 (1534/3047)	0.000134695	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPBC839.19;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPBC4F6.10;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPBC1347.07;SPAC3F10.09;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPAC959.04c;SPBC947.10;SPBC2G2.13c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC530.13;SPAC823.05c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPBC12C2.01c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPAC3H5.12c;SPBC409.19c;SPAC3G9.07c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPCC550.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0000005;	abnormal cell morphology	Enriched	41.0596026490066 (62/151)	22.5467673121103 (687/3047)	0.000150264	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPBP8B7.05c;SPCC364.03;SPAC22F8.11;SPBC409.10;SPAC823.05c;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPBC776.15c;SPCC576.11;SPCC895.07;SPAC6G9.14;SPAC30C2.06c;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC6F12.10c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPAC890.02c;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPCC11E10.08;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0001126;	abnormal cell shape	Enriched	39.0728476821192 (59/151)	21.2340006563833 (647/3047)	0.000186651	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPBP8B7.05c;SPCC364.03;SPAC22F8.11;SPBC409.10;SPAC823.05c;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPBC776.15c;SPCC576.11;SPCC895.07;SPAC6G9.14;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC6F12.10c;SPCC895.05;SPAC1783.04c;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPAC890.02c;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPAC17H9.19c;SPAC15A10.17;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0002197;	viable vegetative cell with abnormal cell shape	Enriched	32.4503311258278 (49/151)	16.1798490318346 (493/3047)	0.000186651	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPCC364.03;SPAC22F8.11;SPAC823.05c;SPAC5D6.05;SPAPB1E7.06c;SPBC691.04;SPBC725.02;SPBC776.15c;SPCC576.11;SPCC895.07;SPAC6G9.14;SPAC4F8.01;SPAC4D7.03;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPCC895.05;SPAC1783.04c;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPAC17H9.19c;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0002177;	viable vegetative cell with normal cell morphology	Underrepresented	68.8741721854305 (104/151)	84.312438464063 (2569/3047)	0.000399054	SPAPB18E9.01;SPAC22F3.09c;SPBC543.09;SPBC1215.01;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPBC11B10.02c;SPAC959.08;SPBC4F6.10;SPBC83.16c;SPBC16C6.03c;SPCC74.05;SPBC1347.07;SPAC3F10.09;SPAC23H4.10c;SPCP1E11.10;SPBC56F2.05c;SPBC2D10.07c;SPCC1840.09;SPCC1884.02;SPBC947.10;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPBC29A3.09c;SPBC530.13;SPCC962.04;SPBC409.10;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC17A2.01;SPAC1805.16c;SPBC19F8.06c;SPAC13D6.01;SPBPB10D8.06c;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPAC1B3.01c;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPAC22A12.03c;SPAC3G9.03;SPAC144.01;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPBC16G5.15c;SPBC776.03;SPCC191.01;SPAC27D7.08c;SPBC12C2.01c;SPCC1259.14c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPBC29A3.13;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPBC725.01;SPAC3H5.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPAC26A3.04;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPCC330.14c;SPAC637.11;SPBC21C3.12c;SPCC550.11;
Phenotypes (FYPO)	FYPO:0001356;	abnormal vegetative cell population growth	Enriched	82.1192052980132 (124/151)	64.1942894650476 (1956/3047)	0.000429968	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPBC839.19;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPBC11B10.02c;SPAC23H3.03c;SPAC959.08;SPBC4F6.10;SPCC188.07;SPBC83.16c;SPCC736.07c;SPBC16C6.03c;SPBC1347.07;SPAC3F10.09;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPCP1E11.10;SPAC57A7.08;SPBC56F2.05c;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC24C9.12c;SPCC364.03;SPBC31F10.15c;SPBC28F2.10c;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPAC22F8.11;SPBC530.13;SPCC962.04;SPAC823.05c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC15D4.12c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC2C4.15c;SPAC17A2.01;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPAC1805.16c;SPBC19F8.06c;SPCC1259.07;SPBPB10D8.06c;SPBC691.04;SPCC16C4.10;SPAC977.14c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPBC725.02;SPBC776.15c;SPCC576.11;SPAC1B3.01c;SPCC895.07;SPBC1604.25;SPAC1B2.04;SPAC6G9.14;SPCC1450.05c;SPBC776.11;SPBC1711.04;SPBC3B8.05;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC27D7.08c;SPBC12C2.01c;SPAC1D4.06c;SPAC664.07c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC27E2.11c;SPAC3H1.14;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC23G7.12c;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPCC550.11;SPAC18G6.09c;
Phenotypes (FYPO)	FYPO:0004639;	abnormal cellular physical quality phenotype during vegetative growth	Enriched	53.6423841059603 (81/151)	35.0180505415162 (1067/3047)	0.000597837	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPBC16C6.03c;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPAC57A7.08;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPCC364.03;SPBC28F2.10c;SPAC3H1.04c;SPBP8B7.18c;SPBC29A3.09c;SPCC962.04;SPBC409.10;SPAC823.05c;SPAC6B12.12;SPAC637.09;SPBC23G7.16;SPBC354.05c;SPAC5D6.02c;SPAC2C4.15c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC895.07;SPAC1B2.04;SPAC6G9.14;SPAC30C2.06c;SPCC24B10.09;SPAC4D7.03;SPAC4F8.01;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPAC27D7.08c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPAC890.02c;SPAC343.10;SPAC3H8.08c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;SPAC18G6.09c;
