Category_Name	External_ID	GeneSet_Name	over_represented/under_represented	List_Frequency	Background_Frequency	Corrected_pvalue	Genes_In_Common/Interacting_Gene_Pair
GO Cellular Component	GO:0022626;	cytosolic ribosome	Enriched	12.5827814569536 (19/151)	2.75564409030544 (83/3012)	2.3027e-05	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0044445;	cytosolic part	Enriched	13.2450331125828 (20/151)	3.15405046480744 (95/3012)	2.85156e-05	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPBC23G7.12c;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0005840;	ribosome	Enriched	12.5827814569536 (19/151)	3.22045152722444 (97/3012)	0.000132257	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0044391;	ribosomal subunit	Enriched	11.9205298013245 (18/151)	2.95484727755644 (89/3012)	0.000151413	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0022625;	cytosolic large ribosomal subunit	Enriched	7.94701986754967 (12/151)	1.36122177954847 (41/3012)	0.000221975	SPAC959.08;SPCC74.05;SPCC364.03;SPBC1711.06;SPAC3G9.03;SPAC3H5.10;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0044422;	organelle part	Enriched	62.9139072847682 (95/151)	43.3930942895086 (1307/3012)	0.000393392	SPAC24H6.07;SPAPB18E9.01;SPAC22F3.09c;SPAC13D6.02c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPBC16C6.03c;SPCC74.05;SPAC27E2.07;SPAC4F8.03;SPAC607.02c;SPBC2D10.07c;SPCC1840.09;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPAC22E12.05c;SPCC364.03;SPCC1259.03;SPAC3H1.04c;SPCC962.04;SPAPB1A10.10c;SPAC6B12.12;SPBC1271.14;SPBC1289.13c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC22E12.04;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPAC13D6.01;SPBC1711.06;SPBC691.04;SPBC16D10.11c;SPAC12G12.03;SPAC2F7.17;SPCC1442.15c;SPBC776.15c;SPCC895.07;SPAC1B2.04;SPAC22F8.09;SPBC18H10.07;SPCC1450.05c;SPBC3H7.15;SPAC30C2.06c;SPAC22A12.03c;SPAC3G9.03;SPAC144.01;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC22A12.04c;SPAC664.07c;SPCC895.05;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPBC336.13c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPCC1322.16;SPBC23G7.12c;SPBC725.01;SPAC26F1.03;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC15A10.17;SPAPB17E12.05;SPAC637.11;
GO Cellular Component	GO:0044446;	intracellular organelle part	Enriched	62.2516556291391 (94/151)	42.8950863213811 (1292/3012)	0.000488568	SPAC24H6.07;SPAPB18E9.01;SPAC22F3.09c;SPAC13D6.02c;SPAC13C5.02;SPBC543.09;SPBC1215.01;SPBC32F12.05c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPBC16C6.03c;SPCC74.05;SPAC27E2.07;SPAC4F8.03;SPAC607.02c;SPBC2D10.07c;SPCC1840.09;SPAC959.04c;SPBC17G9.02c;SPAC22E12.05c;SPCC364.03;SPCC1259.03;SPAC3H1.04c;SPCC962.04;SPAPB1A10.10c;SPAC6B12.12;SPBC1271.14;SPBC1289.13c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC22E12.04;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPAC13D6.01;SPBC1711.06;SPBC691.04;SPBC16D10.11c;SPAC12G12.03;SPAC2F7.17;SPCC1442.15c;SPBC776.15c;SPCC895.07;SPAC1B2.04;SPAC22F8.09;SPBC18H10.07;SPCC1450.05c;SPBC3H7.15;SPAC30C2.06c;SPAC22A12.03c;SPAC3G9.03;SPAC144.01;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC22A12.04c;SPAC664.07c;SPCC895.05;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPBC336.13c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPCC1322.16;SPBC23G7.12c;SPBC725.01;SPAC26F1.03;SPAC3H5.12c;SPAC29A4.09;SPBC409.19c;SPAC3G9.07c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC15A10.17;SPAPB17E12.05;SPAC637.11;
GO Cellular Component	GO:0015934;	large ribosomal subunit	Enriched	7.94701986754967 (12/151)	1.62682602921647 (49/3012)	0.00110061	SPAC959.08;SPCC74.05;SPCC364.03;SPBC1711.06;SPAC3G9.03;SPAC3H5.10;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0030529;	ribonucleoprotein complex	Enriched	16.5562913907285 (25/151)	6.30810092961487 (190/3012)	0.00146361	SPAC24H6.07;SPAC13C5.02;SPBC32F12.05c;SPCC736.11;SPAC959.08;SPCC74.05;SPAC4F8.03;SPCC364.03;SPBC29A3.09c;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC12G12.03;SPBC18H10.07;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Cellular Component	GO:0032991;	macromolecular complex	Enriched	47.682119205298 (72/151)	31.4741035856574 (948/3012)	0.00465528	SPAC24H6.07;SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC74.05;SPAC4F8.03;SPCP1E11.10;SPAPB24D3.04c;SPBC2D10.07c;SPBC947.10;SPBC17G9.02c;SPCC364.03;SPCC1259.03;SPBC29A3.09c;SPCC962.04;SPAC6B12.12;SPBC354.05c;SPAC5D6.02c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPAC13D6.01;SPBC1711.06;SPBC16D10.11c;SPAC12G12.03;SPBC776.15c;SPCC895.07;SPAC1B2.04;SPBC18H10.07;SPCC1450.05c;SPAC22A12.03c;SPAC3G9.03;SPCC24B10.09;SPAC2F7.07c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC22A12.04c;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC10F6.01c;SPAC664.01c;SPBC336.13c;SPBC29A3.13;SPAC11G7.04;SPAC3H1.14;SPBC23G7.12c;SPAC26F1.03;SPAC3H5.12c;SPBC409.19c;SPAC3G9.07c;SPBC405.07;SPCC1223.05c;SPAC458.05;SPAC26A3.04;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPBC1709.18;SPAPB17E12.05;SPAC637.11;
GO Molecular Function	GO:0003735;	structural constituent of ribosome	Enriched	11.9205298013245 (18/151)	2.75564409030544 (83/3012)	5.96301e-05	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Molecular Function	GO:0005198;	structural molecule activity	Enriched	11.9205298013245 (18/151)	3.51925630810093 (106/3012)	0.00110061	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;SPAPB17E12.05;
GO Molecular Function	GO:0019843;	rRNA binding	Enriched	4.63576158940397 (7/151)	0.597609561752988 (18/3012)	0.0034658	SPAC24H6.07;SPBC16D10.11c;SPAC22F8.09;SPAC3G9.03;SPAC3H5.12c;SPCC1223.05c;SPAPB17E12.05;
Gene Expression		Ribosomal protein module Homol D E	Enriched	14.5695364238411 (22/151)	3.68525896414343 (111/3012)	2.3027e-05	SPAC24H6.07;SPAC959.08;SPCC74.05;SPAC23H4.10c;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPBP8B7.18c;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC10F6.01c;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;
Gene Expression		Ribosomal protein module 2	Enriched	15.8940397350993 (24/151)	4.44887118193891 (134/3012)	2.85156e-05	SPAC24H6.07;SPBPB10D8.04c;SPBC11B10.02c;SPAC959.08;SPCC74.05;SPAC23H4.10c;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAC6F12.10c;SPAPB1E7.12;SPAC10F6.01c;SPAC11G7.04;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;
Gene Expression		Highly expressed genes	Enriched	19.205298013245 (29/151)	6.90571049136786 (208/3012)	0.000151413	SPAC24H6.07;SPAC13D6.02c;SPBPB10D8.04c;SPAC959.08;SPCC74.05;SPAC23H4.10c;SPBP8B7.05c;SPAC24C9.12c;SPCC364.03;SPCC962.04;SPBC1711.06;SPAC977.14c;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPBC776.03;SPAC22A12.04c;SPAC6F12.10c;SPAPB1E7.12;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPBC725.01;SPAC26F1.03;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;
Gene Expression		Oxidative Stess Cluster 11	Enriched	8.60927152317881 (13/151)	1.85922974767596 (56/3012)	0.000862108	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPBC405.07;SPAC26A3.04;
Gene Expression		Oxidative Stess Cluster 9	Enriched	9.93377483443709 (15/151)	2.52324037184595 (76/3012)	0.00110061	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPCC962.04;SPBC1711.06;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC3H5.12c;SPBC405.07;SPCC1223.05c;SPAC26A3.04;
Gene Expression		Caffeine and Rapamycin repressed	Enriched	13.2450331125828 (20/151)	4.58167330677291 (138/3012)	0.00288129	SPAC24H6.07;SPAC13D6.02c;SPAC959.08;SPCC74.05;SPAC4F8.03;SPCP1E11.10;SPCC364.03;SPCC1259.03;SPBC1711.06;SPBC691.04;SPBC16D10.11c;SPAC22F8.09;SPAC3G9.03;SPAC144.01;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPAC26A3.04;SPAPB17E12.05;
Gene Expression		Core Environmental Stress Response repressed	Enriched	15.8940397350993 (24/151)	6.17529880478088 (186/3012)	0.00288129	SPAC24H6.07;SPAC13D6.02c;SPAC959.08;SPCC74.05;SPAC24C9.12c;SPCC364.03;SPCC1259.03;SPBC21H7.07c;SPCC962.04;SPAC637.09;SPBC1711.06;SPBC691.04;SPBC16D10.11c;SPAC22F8.09;SPBC1711.04;SPBC3B8.05;SPAC3G9.03;SPAC144.01;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPBC405.07;SPAC26A3.04;
Gene Expression		Oxidative Stess Cluster 6	Enriched	9.93377483443709 (15/151)	2.78884462151394 (84/3012)	0.00298838	SPAC24H6.07;SPAC959.08;SPCC74.05;SPCC364.03;SPBC21H7.07c;SPCC962.04;SPBC1711.06;SPBC16D10.11c;SPAC3G9.03;SPCC24B10.09;SPAC3H5.10;SPAC22A12.04c;SPAPB1E7.12;SPBC405.07;SPAC26A3.04;
Phenotypes (FYPO)	FYPO:0000046;	decreased cell population growth	Enriched	41.0596026490066 (62/151)	21.4807436918991 (647/3012)	2.85156e-05	SPAC22F3.09c;SPBC543.09;SPBC1215.01;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPCC736.07c;SPAC4F8.03;SPCC4B3.10c;SPAC57A7.08;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC6B12.12;SPBC354.05c;SPAPB1E7.06c;SPBC19F8.06c;SPBPB10D8.06c;SPBC691.04;SPBC16D10.11c;SPBC725.02;SPAC2F7.17;SPCC1442.15c;SPBC776.15c;SPAC1B3.01c;SPBC1604.25;SPAC1B2.04;SPCC1450.05c;SPBC3H7.15;SPBC1539.03c;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPBPB10D8.07c;SPAC1D4.06c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC336.13c;SPAC27E2.11c;SPAC343.10;SPBC409.19c;SPAC3G9.07c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;
Phenotypes (FYPO)	FYPO:0001234;	slow vegetative cell population growth	Enriched	23.841059602649 (36/151)	9.42895086321381 (284/3012)	5.89229e-05	SPAC13D6.02c;SPAC1783.07c;SPCC188.07;SPCP1E11.10;SPAC23H4.10c;SPCC1840.09;SPAC24C9.12c;SPCC364.03;SPAC3H1.04c;SPBP8B7.18c;SPCC962.04;SPAC6B12.12;SPAC5D6.02c;SPAC977.14c;SPAC12G12.03;SPCC895.07;SPCC1450.05c;SPBC1711.04;SPBC3B8.05;SPBC1539.03c;SPCC24B10.09;SPCC306.09c;SPAC323.05c;SPBC16G5.15c;SPAC688.11;SPCC736.08;SPAC1D4.06c;SPCC895.05;SPAC1783.04c;SPBC336.13c;SPAC29A4.09;SPCC1223.05c;SPAC26A3.04;SPBC1198.11c;SPAC17H9.19c;SPCC1393.08;
Phenotypes (FYPO)	FYPO:0001355;	decreased vegetative cell population growth	Enriched	40.3973509933775 (61/151)	21.2483399734396 (640/3012)	5.89229e-05	SPAC22F3.09c;SPBC543.09;SPBC1215.01;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPCC736.07c;SPAC4F8.03;SPCC4B3.10c;SPAC57A7.08;SPCC1840.09;SPCC1884.02;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPAC6B12.12;SPBC354.05c;SPAPB1E7.06c;SPBC19F8.06c;SPBPB10D8.06c;SPBC691.04;SPBC16D10.11c;SPAC2F7.17;SPCC1442.15c;SPBC776.15c;SPAC1B3.01c;SPBC1604.25;SPAC1B2.04;SPCC1450.05c;SPBC3H7.15;SPBC1539.03c;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPBPB10D8.07c;SPAC1D4.06c;SPCC895.05;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC336.13c;SPAC27E2.11c;SPAC343.10;SPBC409.19c;SPAC3G9.07c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;
Phenotypes (FYPO)	FYPO:0000684;	decreased cell population growth on glycerol carbon source	Enriched	23.841059602649 (36/151)	10.0265604249668 (302/3012)	0.000221975	SPBC543.09;SPBC1215.01;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPCC736.07c;SPAC4F8.03;SPAC57A7.08;SPCC1840.09;SPAC959.04c;SPAC6B12.12;SPBC19F8.06c;SPBPB10D8.06c;SPBC691.04;SPBC16D10.11c;SPAC2F7.17;SPCC1442.15c;SPBC776.15c;SPAC1B3.01c;SPAC1B2.04;SPBC1539.03c;SPBC16G5.15c;SPAC688.11;SPCC970.06;SPBPB10D8.07c;SPCC895.05;SPAC10F6.01c;SPBC336.13c;SPAC27E2.11c;SPAC343.10;SPBC409.19c;SPAC458.05;SPBC1198.11c;SPCC1393.08;SPAC637.11;
Phenotypes (FYPO)	FYPO:0002177;	viable vegetative cell with normal cell morphology	Underrepresented	68.8741721854305 (104/151)	84.6945551128818 (2551/3012)	0.000311727	SPAC24H6.07;SPAPB18E9.01;SPAC22F3.09c;SPAC13D6.02c;SPBC543.09;SPBC1215.01;SPBPB10D8.04c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPBC11B10.02c;SPAC959.08;SPBC83.16c;SPBC16C6.03c;SPCC74.05;SPAC27E2.07;SPAC23H4.10c;SPCP1E11.10;SPAPB24D3.04c;SPBC2D10.07c;SPCC1840.09;SPCC1884.02;SPBC947.10;SPAC14C4.10c;SPBC11C11.08;SPAC22E12.05c;SPAC24C9.12c;SPCC364.03;SPCC1259.03;SPAC3H1.04c;SPBP8B7.18c;SPBC21H7.07c;SPBC29A3.09c;SPCC962.04;SPBC409.10;SPAPB1A10.10c;SPBC18E5.09c;SPAC6B12.12;SPBC1271.14;SPBC1289.13c;SPBC23G7.16;SPAC5D6.02c;SPBC354.05c;SPAC22E12.04;SPAC1805.16c;SPBC19F8.06c;SPAC13D6.01;SPBPB10D8.06c;SPBC1711.06;SPAC977.14c;SPBC16D10.11c;SPAC12G12.03;SPAC13G6.09;SPBC29A10.02;SPAC2F7.17;SPCC1442.15c;SPAC1B3.01c;SPAC1B2.04;SPAC22F8.09;SPAC6G9.14;SPCC1450.05c;SPBC1711.04;SPBC3B8.05;SPAC22A12.03c;SPBC1539.03c;SPAC3G9.03;SPAC144.01;SPCC24B10.09;SPAC2F7.07c;SPBC16G5.15c;SPBC776.03;SPCC191.01;SPBC12C2.01c;SPCC1259.14c;SPBPB10D8.07c;SPAC22A12.04c;SPAC6F12.10c;SPAC1D4.06c;SPAC664.07c;SPAPB1E7.12;SPAC1783.04c;SPAC664.01c;SPBC336.13c;SPBC29A3.13;SPAC3H1.14;SPCC1322.16;SPAC343.10;SPBC23G7.12c;SPBC725.01;SPAC3H5.12c;SPAC29A4.09;SPAC3G9.07c;SPCC825.04c;SPBC405.07;SPAC26A3.04;SPBC1198.11c;SPCC132.04c;SPCC11E10.08;SPBC1709.18;SPCC1393.08;SPAPB17E12.05;SPAC637.11;SPAC1039.04;
Phenotypes (FYPO)	FYPO:0002197;	viable vegetative cell with abnormal cell shape	Enriched	31.1258278145695 (47/151)	16.0358565737052 (483/3012)	0.000789108	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPAC14C4.10c;SPCC364.03;SPAC5D6.05;SPAPB1E7.06c;SPBC691.04;SPBC725.02;SPCC23B6.04c;SPBC776.15c;SPCC895.07;SPAC6G9.14;SPBC18H10.07;SPBC3H7.15;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC22A12.04c;SPCC895.05;SPAC1783.04c;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPAC17H9.19c;
Phenotypes (FYPO)	FYPO:0000005;	abnormal cell morphology	Enriched	39.0728476821192 (59/151)	22.4103585657371 (675/3012)	0.00108862	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPAC14C4.10c;SPBP8B7.05c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC23B6.04c;SPBC776.15c;SPCC895.07;SPAC6G9.14;SPBC18H10.07;SPBC3H7.15;SPAC30C2.06c;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC22A12.04c;SPAC6F12.10c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPCC11E10.08;SPAC17H9.19c;SPAC15A10.17;
Phenotypes (FYPO)	FYPO:0004639;	abnormal cellular physical quality phenotype during vegetative growth	Enriched	52.9801324503311 (80/151)	34.9601593625498 (1053/3012)	0.001393	SPAC22F3.09c;SPAC13C5.02;SPBC543.09;SPBC32F12.05c;SPAC1783.07c;SPAC3A12.12;SPCC1183.04c;SPCC736.11;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPBC16C6.03c;SPCC74.05;SPAC27E2.07;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC23H4.10c;SPAC57A7.08;SPAC959.04c;SPBC947.10;SPBC17G9.02c;SPBC2G2.13c;SPBC11C11.08;SPCC364.03;SPAC3H1.04c;SPBP8B7.18c;SPBC29A3.09c;SPCC962.04;SPBC409.10;SPAPB1A10.10c;SPAC6B12.12;SPAC637.09;SPBC23G7.16;SPBC354.05c;SPAC5D6.02c;SPAC5D6.05;SPBC16H5.03c;SPAPB1E7.06c;SPCC1259.07;SPBC691.04;SPBC725.02;SPAC2F7.17;SPCC1442.15c;SPCC895.07;SPAC1B2.04;SPAC6G9.14;SPBC18H10.07;SPBC3H7.15;SPAC30C2.06c;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPAC22A12.04c;SPAC1D4.06c;SPCC895.05;SPAC664.07c;SPAC1783.04c;SPAC664.01c;SPAC10F6.01c;SPBC29A3.13;SPAC11G7.04;SPCC1322.16;SPAC343.10;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPBC1198.11c;SPCC11E10.08;SPAC17H9.19c;SPCC1393.08;SPAC15A10.17;SPAC637.11;
Phenotypes (FYPO)	FYPO:0001126;	abnormal cell shape	Enriched	37.0860927152318 (56/151)	21.0823373173971 (635/3012)	0.00146361	SPAC22F3.09c;SPAC13C5.02;SPBC32F12.05c;SPAC1783.07c;SPAC6B12.02c;SPAC23H3.03c;SPAC959.08;SPCC188.07;SPCC736.07c;SPCC24B10.04;SPCC74.05;SPAC4F8.03;SPCC4B3.10c;SPAC607.02c;SPAC57A7.08;SPAC959.04c;SPBC17G9.02c;SPBC2G2.13c;SPAC14C4.10c;SPBP8B7.05c;SPCC364.03;SPBC409.10;SPAC637.09;SPAC5D6.05;SPAPB1E7.06c;SPBC16H5.03c;SPCC1259.07;SPBC691.04;SPBC725.02;SPCC23B6.04c;SPBC776.15c;SPCC895.07;SPAC6G9.14;SPBC18H10.07;SPBC3H7.15;SPCC24B10.09;SPAC2F7.07c;SPCC306.09c;SPAC3H5.10;SPAC323.05c;SPBC16G5.15c;SPCC736.08;SPAC688.11;SPCC970.06;SPAC22A12.04c;SPAC6F12.10c;SPCC895.05;SPAC1783.04c;SPAC10F6.01c;SPAC11G7.04;SPAC27E2.11c;SPBC409.19c;SPCC1223.05c;SPAC458.05;SPAC17H9.19c;SPAC15A10.17;
