"","haplogroup","chr","p_val"
"834",169,"chromosome_1",0.22285
"835",169,"chromosome_1",0.22285
"836",169,"chromosome_1",0.22285
"837",169,"chromosome_1",0.22285
"838",169,"chromosome_1",0.22285
"839",169,"chromosome_1",0.22285
"840",170,"chromosome_1",0.20385
"841",169,"chromosome_1",0.22285
"842",169,"chromosome_1",0.22285
"843",169,"chromosome_1",0.22285
"844",169,"chromosome_1",0.22285
"845",169,"chromosome_1",0.22285
"846",169,"chromosome_1",0.22285
"847",169,"chromosome_1",0.22285
"848",169,"chromosome_1",0.22285
"849",169,"chromosome_1",0.22285
"850",169,"chromosome_1",0.22285
"851",169,"chromosome_1",0.22285
"852",169,"chromosome_1",0.22285
"853",168,"chromosome_1",0.26945
"854",168,"chromosome_1",0.26945
"855",168,"chromosome_1",0.26945
"856",168,"chromosome_1",0.26945
"857",171,"chromosome_1",0.1408
"858",171,"chromosome_1",0.1408
"859",171,"chromosome_1",0.1408
"860",171,"chromosome_1",0.1408
"861",171,"chromosome_1",0.1408
"862",172,"chromosome_1",0.3449
"863",172,"chromosome_1",0.3449
"864",172,"chromosome_1",0.3449
"865",172,"chromosome_1",0.3449
"866",NA,"chromosome_1",NA
"867",NA,"chromosome_1",NA
"868",173,"chromosome_1",0.39745
"869",173,"chromosome_1",0.39745
"870",173,"chromosome_1",0.39745
"871",173,"chromosome_1",0.39745
"872",173,"chromosome_1",0.39745
"873",173,"chromosome_1",0.39745
"874",173,"chromosome_1",0.39745
"875",173,"chromosome_1",0.39745
"876",173,"chromosome_1",0.39745
"877",173,"chromosome_1",0.39745
"878",173,"chromosome_1",0.39745
"879",173,"chromosome_1",0.39745
"880",173,"chromosome_1",0.39745
"881",173,"chromosome_1",0.39745
"882",173,"chromosome_1",0.39745
"883",173,"chromosome_1",0.39745
"884",173,"chromosome_1",0.39745
"885",173,"chromosome_1",0.39745
"886",174,"chromosome_1",1
"887",173,"chromosome_1",0.39745
"888",173,"chromosome_1",0.39745
"889",173,"chromosome_1",0.39745
"890",173,"chromosome_1",0.39745
"891",173,"chromosome_1",0.39745
"892",173,"chromosome_1",0.39745
"893",173,"chromosome_1",0.39745
"894",173,"chromosome_1",0.39745
"895",173,"chromosome_1",0.39745
"896",173,"chromosome_1",0.39745
"897",173,"chromosome_1",0.39745
"898",173,"chromosome_1",0.39745
"899",173,"chromosome_1",0.39745
"900",173,"chromosome_1",0.39745
"901",173,"chromosome_1",0.39745
"902",175,"chromosome_1",0.24535
"903",175,"chromosome_1",0.24535
"904",173,"chromosome_1",0.39745
"905",173,"chromosome_1",0.39745
"906",173,"chromosome_1",0.39745
"907",173,"chromosome_1",0.39745
"908",173,"chromosome_1",0.39745
"909",173,"chromosome_1",0.39745
"910",173,"chromosome_1",0.39745
"911",173,"chromosome_1",0.39745
"912",173,"chromosome_1",0.39745
"913",173,"chromosome_1",0.39745
"914",173,"chromosome_1",0.39745
"915",173,"chromosome_1",0.39745
"916",173,"chromosome_1",0.39745
"917",173,"chromosome_1",0.39745
"918",173,"chromosome_1",0.39745
"919",173,"chromosome_1",0.39745
"920",176,"chromosome_1",0.336
"921",176,"chromosome_1",0.336
"922",176,"chromosome_1",0.336
"923",177,"chromosome_1",0.3637
"924",177,"chromosome_1",0.3637
"925",178,"chromosome_1",0.2286
"926",178,"chromosome_1",0.2286
"927",178,"chromosome_1",0.2286
"928",178,"chromosome_1",0.2286
"929",178,"chromosome_1",0.2286
"930",178,"chromosome_1",0.2286
"931",178,"chromosome_1",0.2286
"932",178,"chromosome_1",0.2286
"933",178,"chromosome_1",0.2286
"934",178,"chromosome_1",0.2286
"935",178,"chromosome_1",0.2286
"936",178,"chromosome_1",0.2286
"937",178,"chromosome_1",0.2286
"938",178,"chromosome_1",0.2286
"939",178,"chromosome_1",0.2286
"940",178,"chromosome_1",0.2286
"941",178,"chromosome_1",0.2286
"942",178,"chromosome_1",0.2286
"943",178,"chromosome_1",0.2286
"944",178,"chromosome_1",0.2286
"945",178,"chromosome_1",0.2286
"946",178,"chromosome_1",0.2286
"947",178,"chromosome_1",0.2286
"948",178,"chromosome_1",0.2286
"949",178,"chromosome_1",0.2286
"950",178,"chromosome_1",0.2286
"951",178,"chromosome_1",0.2286
"952",178,"chromosome_1",0.2286
"953",178,"chromosome_1",0.2286
"954",178,"chromosome_1",0.2286
"955",178,"chromosome_1",0.2286
"956",178,"chromosome_1",0.2286
"957",178,"chromosome_1",0.2286
"958",178,"chromosome_1",0.2286
"959",178,"chromosome_1",0.2286
"960",178,"chromosome_1",0.2286
"961",178,"chromosome_1",0.2286
"962",178,"chromosome_1",0.2286
"963",178,"chromosome_1",0.2286
"964",178,"chromosome_1",0.2286
"965",178,"chromosome_1",0.2286
"966",178,"chromosome_1",0.2286
"967",178,"chromosome_1",0.2286
"968",178,"chromosome_1",0.2286
"969",178,"chromosome_1",0.2286
"970",178,"chromosome_1",0.2286
"971",178,"chromosome_1",0.2286
"972",178,"chromosome_1",0.2286
"973",178,"chromosome_1",0.2286
"974",178,"chromosome_1",0.2286
"975",178,"chromosome_1",0.2286
"976",178,"chromosome_1",0.2286
"977",179,"chromosome_1",0.3425
"978",180,"chromosome_1",1
"979",180,"chromosome_1",1
"980",180,"chromosome_1",1
"981",180,"chromosome_1",1
"982",180,"chromosome_1",1
"983",180,"chromosome_1",1
"984",180,"chromosome_1",1
"985",180,"chromosome_1",1
"986",180,"chromosome_1",1
"987",180,"chromosome_1",1
"988",180,"chromosome_1",1
"989",180,"chromosome_1",1
"990",180,"chromosome_1",1
"991",180,"chromosome_1",1
"992",180,"chromosome_1",1
"993",180,"chromosome_1",1
"994",180,"chromosome_1",1
"995",180,"chromosome_1",1
"996",180,"chromosome_1",1
"997",180,"chromosome_1",1
"998",180,"chromosome_1",1
"999",180,"chromosome_1",1
"1000",180,"chromosome_1",1
"1001",180,"chromosome_1",1
"1002",180,"chromosome_1",1
"1003",NA,"chromosome_1",NA
"1004",NA,"chromosome_1",NA
"1005",180,"chromosome_1",1
"1006",180,"chromosome_1",1
"1007",180,"chromosome_1",1
"1008",180,"chromosome_1",1
"1009",180,"chromosome_1",1
"1010",180,"chromosome_1",1
"1011",180,"chromosome_1",1
"1012",181,"chromosome_1",1
"1013",180,"chromosome_1",1
"1014",180,"chromosome_1",1
"1015",180,"chromosome_1",1
"1016",181,"chromosome_1",1
"1017",180,"chromosome_1",1
"1018",180,"chromosome_1",1
"1019",182,"chromosome_1",1
"1020",180,"chromosome_1",1
"1021",180,"chromosome_1",1
"1022",180,"chromosome_1",1
"1023",180,"chromosome_1",1
"1024",180,"chromosome_1",1
"1025",180,"chromosome_1",1
"1026",180,"chromosome_1",1
"1027",180,"chromosome_1",1
"1028",180,"chromosome_1",1
"1029",180,"chromosome_1",1
"1030",180,"chromosome_1",1
"1031",180,"chromosome_1",1
"1032",180,"chromosome_1",1
"1033",180,"chromosome_1",1
"1034",180,"chromosome_1",1
"1035",180,"chromosome_1",1
"1036",180,"chromosome_1",1
"1037",180,"chromosome_1",1
"1038",180,"chromosome_1",1
"1039",180,"chromosome_1",1
"1040",180,"chromosome_1",1
"1041",180,"chromosome_1",1
"1042",180,"chromosome_1",1
"1043",180,"chromosome_1",1
"1044",180,"chromosome_1",1
"1045",180,"chromosome_1",1
"1046",180,"chromosome_1",1
"1047",180,"chromosome_1",1
"1048",180,"chromosome_1",1
"1049",180,"chromosome_1",1
"1050",180,"chromosome_1",1
"1051",180,"chromosome_1",1
"1052",180,"chromosome_1",1
"1053",180,"chromosome_1",1
"1054",180,"chromosome_1",1
"1055",180,"chromosome_1",1
"1056",180,"chromosome_1",1
"1057",180,"chromosome_1",1
"1058",180,"chromosome_1",1
"1059",180,"chromosome_1",1
"1060",180,"chromosome_1",1
"1061",180,"chromosome_1",1
"1062",180,"chromosome_1",1
"1063",180,"chromosome_1",1
"1064",183,"chromosome_1",1
"1065",184,"chromosome_1",1
"1066",184,"chromosome_1",1
"1067",184,"chromosome_1",1
"1068",184,"chromosome_1",1
"1069",184,"chromosome_1",1
"1070",184,"chromosome_1",1
"1071",184,"chromosome_1",1
"1072",184,"chromosome_1",1
"1073",184,"chromosome_1",1
"1074",184,"chromosome_1",1
"1075",184,"chromosome_1",1
"1076",184,"chromosome_1",1
"1077",184,"chromosome_1",1
"1078",185,"chromosome_1",1
"1079",186,"chromosome_1",1
"1080",185,"chromosome_1",1
"1081",NA,"chromosome_1",NA
"1082",NA,"chromosome_1",NA
"1083",NA,"chromosome_1",NA
"1084",184,"chromosome_1",1
"1085",184,"chromosome_1",1
"1086",184,"chromosome_1",1
"1087",NA,"chromosome_1",NA
"1088",NA,"chromosome_1",NA
"1089",184,"chromosome_1",1
"1090",NA,"chromosome_1",NA
"1091",NA,"chromosome_1",NA
"1092",NA,"chromosome_1",NA
"1093",NA,"chromosome_1",NA
"1094",NA,"chromosome_1",NA
"1095",NA,"chromosome_1",NA
"1096",NA,"chromosome_1",NA
"1097",NA,"chromosome_1",NA
"1098",NA,"chromosome_1",NA
"1099",184,"chromosome_1",1
"1100",184,"chromosome_1",1
"1101",184,"chromosome_1",1
"1102",184,"chromosome_1",1
"1103",184,"chromosome_1",1
"1104",184,"chromosome_1",1
"1105",184,"chromosome_1",1
"1106",184,"chromosome_1",1
"1107",184,"chromosome_1",1
"1108",184,"chromosome_1",1
"1109",184,"chromosome_1",1
"1110",184,"chromosome_1",1
"1111",184,"chromosome_1",1
"1112",184,"chromosome_1",1
"1113",184,"chromosome_1",1
"1114",184,"chromosome_1",1
"1115",184,"chromosome_1",1
"1116",187,"chromosome_1",0.1936
"1117",187,"chromosome_1",0.1936
"1118",187,"chromosome_1",0.1936
"1119",187,"chromosome_1",0.1936
"1120",187,"chromosome_1",0.1936
"1121",187,"chromosome_1",0.1936
"1122",187,"chromosome_1",0.1936
"1123",187,"chromosome_1",0.1936
"1124",187,"chromosome_1",0.1936
"1125",187,"chromosome_1",0.1936
"1126",187,"chromosome_1",0.1936
"1127",187,"chromosome_1",0.1936
"1128",187,"chromosome_1",0.1936
"1129",187,"chromosome_1",0.1936
"1130",187,"chromosome_1",0.1936
"1131",187,"chromosome_1",0.1936
"1132",187,"chromosome_1",0.1936
"1133",187,"chromosome_1",0.1936
"1134",187,"chromosome_1",0.1936
"1135",187,"chromosome_1",0.1936
"1136",187,"chromosome_1",0.1936
"1137",188,"chromosome_1",1
"1138",187,"chromosome_1",0.1936
"1139",187,"chromosome_1",0.1936
"1140",187,"chromosome_1",0.1936
"1141",187,"chromosome_1",0.1936
"1142",187,"chromosome_1",0.1936
"1143",187,"chromosome_1",0.1936
"1144",187,"chromosome_1",0.1936
"1145",187,"chromosome_1",0.1936
"1146",189,"chromosome_1",1
"1147",190,"chromosome_1",1
"1148",190,"chromosome_1",1
"1149",190,"chromosome_1",1
"1150",190,"chromosome_1",1
"1151",190,"chromosome_1",1
"1152",190,"chromosome_1",1
"1153",190,"chromosome_1",1
"1154",190,"chromosome_1",1
"1155",190,"chromosome_1",1
"1156",190,"chromosome_1",1
"1157",190,"chromosome_1",1
"1158",190,"chromosome_1",1
"1159",190,"chromosome_1",1
"1160",190,"chromosome_1",1
"1161",190,"chromosome_1",1
"1162",190,"chromosome_1",1
"1163",190,"chromosome_1",1
"1164",190,"chromosome_1",1
"1165",190,"chromosome_1",1
"1166",190,"chromosome_1",1
"1167",190,"chromosome_1",1
"1168",191,"chromosome_1",1
"1169",192,"chromosome_1",1
"1170",192,"chromosome_1",1
"1171",193,"chromosome_1",1
"1172",194,"chromosome_1",1
"1173",194,"chromosome_1",1
"1174",194,"chromosome_1",1
"1175",194,"chromosome_1",1
"1176",194,"chromosome_1",1
"1177",194,"chromosome_1",1
"1178",194,"chromosome_1",1
"1179",194,"chromosome_1",1
"1180",194,"chromosome_1",1
"1181",194,"chromosome_1",1
"1182",194,"chromosome_1",1
"1183",194,"chromosome_1",1
"1184",194,"chromosome_1",1
"1185",194,"chromosome_1",1
"1186",194,"chromosome_1",1
"1187",195,"chromosome_1",1
"1188",194,"chromosome_1",1
"1189",194,"chromosome_1",1
"1190",196,"chromosome_1",0.07175
"1191",194,"chromosome_1",1
"1192",194,"chromosome_1",1
"1193",194,"chromosome_1",1
"1194",194,"chromosome_1",1
"1195",194,"chromosome_1",1
"1196",194,"chromosome_1",1
"1197",194,"chromosome_1",1
"1198",194,"chromosome_1",1
"1199",194,"chromosome_1",1
"1200",194,"chromosome_1",1
"1201",194,"chromosome_1",1
"1202",194,"chromosome_1",1
"1203",194,"chromosome_1",1
"1204",194,"chromosome_1",1
"1205",194,"chromosome_1",1
"1206",194,"chromosome_1",1
"1207",194,"chromosome_1",1
"1208",194,"chromosome_1",1
"1209",195,"chromosome_1",1
"1210",NA,"chromosome_1",NA
"1211",NA,"chromosome_1",NA
"1212",197,"chromosome_1",0.17905
"1213",197,"chromosome_1",0.17905
"1214",197,"chromosome_1",0.17905
"1215",197,"chromosome_1",0.17905
"1216",197,"chromosome_1",0.17905
"1217",197,"chromosome_1",0.17905
"1218",198,"chromosome_1",1
"1219",199,"chromosome_1",0.1479
"1220",199,"chromosome_1",0.1479
"1221",199,"chromosome_1",0.1479
"1222",200,"chromosome_1",0.1499
"1223",199,"chromosome_1",0.1479
"1224",199,"chromosome_1",0.1479
"1225",199,"chromosome_1",0.1479
"1226",199,"chromosome_1",0.1479
"1227",201,"chromosome_1",1
"1228",202,"chromosome_1",0.30195
"1229",202,"chromosome_1",0.30195
"1230",202,"chromosome_1",0.30195
"1231",202,"chromosome_1",0.30195
"1232",203,"chromosome_1",1
"1233",204,"chromosome_1",0.2217
"1234",204,"chromosome_1",0.2217
"1235",203,"chromosome_1",1
"1236",203,"chromosome_1",1
"1237",203,"chromosome_1",1
"1238",203,"chromosome_1",1
"1239",203,"chromosome_1",1
"1240",202,"chromosome_1",0.30195
"1241",202,"chromosome_1",0.30195
"1242",202,"chromosome_1",0.30195
"1243",202,"chromosome_1",0.30195
"1244",202,"chromosome_1",0.30195
"1245",202,"chromosome_1",0.30195
"1246",205,"chromosome_1",0.2628
"1247",206,"chromosome_1",0.26455
"1248",207,"chromosome_1",0.4412
"1249",208,"chromosome_1",1
"1250",208,"chromosome_1",1
"1251",208,"chromosome_1",1
"1252",209,"chromosome_1",0.25115
"1253",210,"chromosome_1",0.31685
"1254",210,"chromosome_1",0.31685
"1255",210,"chromosome_1",0.31685
"1256",211,"chromosome_1",1
"1257",211,"chromosome_1",1
"1258",211,"chromosome_1",1
"1259",211,"chromosome_1",1
"1260",211,"chromosome_1",1
"1261",211,"chromosome_1",1
"1262",211,"chromosome_1",1
"1263",211,"chromosome_1",1
"1264",211,"chromosome_1",1
"1265",211,"chromosome_1",1
"1266",211,"chromosome_1",1
"1267",212,"chromosome_1",1
"1268",213,"chromosome_1",1
"1269",213,"chromosome_1",1
"1270",213,"chromosome_1",1
"1271",214,"chromosome_1",1
"1272",214,"chromosome_1",1
"1273",214,"chromosome_1",1
"1274",214,"chromosome_1",1
"1275",214,"chromosome_1",1
"1276",214,"chromosome_1",1
"1277",214,"chromosome_1",1
"1278",214,"chromosome_1",1
"1279",214,"chromosome_1",1
"1280",214,"chromosome_1",1
"1281",214,"chromosome_1",1
"1282",214,"chromosome_1",1
"1283",214,"chromosome_1",1
"1284",214,"chromosome_1",1
"1285",214,"chromosome_1",1
"1286",214,"chromosome_1",1
"1287",214,"chromosome_1",1
"1288",214,"chromosome_1",1
"1289",214,"chromosome_1",1
"1290",214,"chromosome_1",1
"1291",214,"chromosome_1",1
"1292",214,"chromosome_1",1
"1293",214,"chromosome_1",1
"1294",214,"chromosome_1",1
"1295",214,"chromosome_1",1
"1296",214,"chromosome_1",1
"1297",214,"chromosome_1",1
"1298",214,"chromosome_1",1
"1299",214,"chromosome_1",1
"1300",214,"chromosome_1",1
"1301",214,"chromosome_1",1
"1302",214,"chromosome_1",1
"1303",214,"chromosome_1",1
"1304",214,"chromosome_1",1
"1305",214,"chromosome_1",1
"1306",214,"chromosome_1",1
"1307",214,"chromosome_1",1
"1308",214,"chromosome_1",1
"1309",214,"chromosome_1",1
"1310",214,"chromosome_1",1
"1311",214,"chromosome_1",1
"1312",215,"chromosome_1",0.1787
"1313",215,"chromosome_1",0.1787
"1314",215,"chromosome_1",0.1787
"1315",215,"chromosome_1",0.1787
"1316",215,"chromosome_1",0.1787
"1317",216,"chromosome_1",1
"1318",217,"chromosome_1",1
"1319",217,"chromosome_1",1
"1320",217,"chromosome_1",1
"1321",217,"chromosome_1",1
"1322",217,"chromosome_1",1
"1323",217,"chromosome_1",1
"1324",217,"chromosome_1",1
"1325",217,"chromosome_1",1
"1326",217,"chromosome_1",1
"1327",217,"chromosome_1",1
"1328",217,"chromosome_1",1
"1329",217,"chromosome_1",1
"1330",217,"chromosome_1",1
"1331",217,"chromosome_1",1
"1332",217,"chromosome_1",1
"1333",217,"chromosome_1",1
"1334",217,"chromosome_1",1
"1335",218,"chromosome_1",1
"1336",219,"chromosome_1",0.3598
"1337",220,"chromosome_1",1
"1338",220,"chromosome_1",1
"1339",220,"chromosome_1",1
"1340",220,"chromosome_1",1
"1341",220,"chromosome_1",1
"1342",220,"chromosome_1",1
"1343",220,"chromosome_1",1
"1344",220,"chromosome_1",1
"1345",220,"chromosome_1",1
"1346",220,"chromosome_1",1
"1347",220,"chromosome_1",1
"1348",220,"chromosome_1",1
"1349",219,"chromosome_1",0.3598
"1350",217,"chromosome_1",1
"1351",217,"chromosome_1",1
"1352",217,"chromosome_1",1
"1353",217,"chromosome_1",1
"1354",217,"chromosome_1",1
"1355",217,"chromosome_1",1
"1356",217,"chromosome_1",1
"1357",217,"chromosome_1",1
"1358",217,"chromosome_1",1
"1359",217,"chromosome_1",1
"1360",217,"chromosome_1",1
"1361",217,"chromosome_1",1
"1362",217,"chromosome_1",1
"1363",217,"chromosome_1",1
"1364",217,"chromosome_1",1
"1365",217,"chromosome_1",1
"1366",217,"chromosome_1",1
"1367",217,"chromosome_1",1
"1368",217,"chromosome_1",1
"1369",217,"chromosome_1",1
"1370",221,"chromosome_1",1
"1371",217,"chromosome_1",1
"1372",217,"chromosome_1",1
"1373",217,"chromosome_1",1
"1374",217,"chromosome_1",1
"1375",217,"chromosome_1",1
"1376",217,"chromosome_1",1
"1377",217,"chromosome_1",1
"1378",217,"chromosome_1",1
"1379",217,"chromosome_1",1
"1380",217,"chromosome_1",1
"1381",217,"chromosome_1",1
"1382",217,"chromosome_1",1
"1383",217,"chromosome_1",1
"1384",222,"chromosome_1",1
"1385",223,"chromosome_1",0.086
"1386",223,"chromosome_1",0.086
"1387",223,"chromosome_1",0.086
"1388",223,"chromosome_1",0.086
"1389",223,"chromosome_1",0.086
"1390",223,"chromosome_1",0.086
"1391",223,"chromosome_1",0.086
"1392",223,"chromosome_1",0.086
"1393",223,"chromosome_1",0.086
"1394",223,"chromosome_1",0.086
"1395",223,"chromosome_1",0.086
"1396",223,"chromosome_1",0.086
"1397",223,"chromosome_1",0.086
"1398",223,"chromosome_1",0.086
"1399",223,"chromosome_1",0.086
"1400",223,"chromosome_1",0.086
"1401",223,"chromosome_1",0.086
"1402",223,"chromosome_1",0.086
"1403",223,"chromosome_1",0.086
"1404",223,"chromosome_1",0.086
"1405",223,"chromosome_1",0.086
"1406",223,"chromosome_1",0.086
"1407",223,"chromosome_1",0.086
"1408",223,"chromosome_1",0.086
"1409",223,"chromosome_1",0.086
"1410",223,"chromosome_1",0.086
"1411",224,"chromosome_1",0.104
"1412",223,"chromosome_1",0.086
"1413",223,"chromosome_1",0.086
"1414",223,"chromosome_1",0.086
"1415",223,"chromosome_1",0.086
"1416",223,"chromosome_1",0.086
"1417",223,"chromosome_1",0.086
"1418",223,"chromosome_1",0.086
"1419",223,"chromosome_1",0.086
"1420",225,"chromosome_1",1
"1421",223,"chromosome_1",0.086
"1422",223,"chromosome_1",0.086
"1423",223,"chromosome_1",0.086
"1424",223,"chromosome_1",0.086
"1425",223,"chromosome_1",0.086
"1426",223,"chromosome_1",0.086
"1427",223,"chromosome_1",0.086
"1428",223,"chromosome_1",0.086
"1429",223,"chromosome_1",0.086
"1430",223,"chromosome_1",0.086
"1431",223,"chromosome_1",0.086
"1432",223,"chromosome_1",0.086
"1433",223,"chromosome_1",0.086
"1434",223,"chromosome_1",0.086
"1435",223,"chromosome_1",0.086
"1436",223,"chromosome_1",0.086
"1437",223,"chromosome_1",0.086
"1438",223,"chromosome_1",0.086
"1439",223,"chromosome_1",0.086
"1440",223,"chromosome_1",0.086
"1441",223,"chromosome_1",0.086
"1442",223,"chromosome_1",0.086
"1443",223,"chromosome_1",0.086
"1444",223,"chromosome_1",0.086
"1445",223,"chromosome_1",0.086
"1446",223,"chromosome_1",0.086
"1447",223,"chromosome_1",0.086
"1448",223,"chromosome_1",0.086
"1449",223,"chromosome_1",0.086
"1450",223,"chromosome_1",0.086
"1451",223,"chromosome_1",0.086
"1452",223,"chromosome_1",0.086
"1453",156,"chromosome_1",0.23535
"1454",156,"chromosome_1",0.23535
"1455",156,"chromosome_1",0.23535
"1456",156,"chromosome_1",0.23535
"1457",156,"chromosome_1",0.23535
"1458",156,"chromosome_1",0.23535
"1459",156,"chromosome_1",0.23535
"1460",156,"chromosome_1",0.23535
"1461",156,"chromosome_1",0.23535
"1462",156,"chromosome_1",0.23535
"1463",156,"chromosome_1",0.23535
"1464",156,"chromosome_1",0.23535
"1465",156,"chromosome_1",0.23535
"1466",156,"chromosome_1",0.23535
"1467",156,"chromosome_1",0.23535
"1468",156,"chromosome_1",0.23535
"1469",156,"chromosome_1",0.23535
"1470",156,"chromosome_1",0.23535
"1471",156,"chromosome_1",0.23535
"1472",156,"chromosome_1",0.23535
"1473",156,"chromosome_1",0.23535
"1474",156,"chromosome_1",0.23535
"1475",156,"chromosome_1",0.23535
"1476",156,"chromosome_1",0.23535
"1477",156,"chromosome_1",0.23535
"1478",156,"chromosome_1",0.23535
"1479",156,"chromosome_1",0.23535
"1480",156,"chromosome_1",0.23535
"1481",156,"chromosome_1",0.23535
"1482",156,"chromosome_1",0.23535
"1483",156,"chromosome_1",0.23535
"1484",156,"chromosome_1",0.23535
"1485",156,"chromosome_1",0.23535
"1486",156,"chromosome_1",0.23535
"1487",156,"chromosome_1",0.23535
"1488",156,"chromosome_1",0.23535
"1489",156,"chromosome_1",0.23535
"1490",156,"chromosome_1",0.23535
"1491",156,"chromosome_1",0.23535
"1492",226,"chromosome_1",1
"1493",156,"chromosome_1",0.23535
"1494",156,"chromosome_1",0.23535
"1495",156,"chromosome_1",0.23535
"1496",156,"chromosome_1",0.23535
"1497",156,"chromosome_1",0.23535
"1498",156,"chromosome_1",0.23535
"1499",156,"chromosome_1",0.23535
"1500",156,"chromosome_1",0.23535
"1501",156,"chromosome_1",0.23535
"1502",156,"chromosome_1",0.23535
"1503",156,"chromosome_1",0.23535
"1504",156,"chromosome_1",0.23535
"1505",156,"chromosome_1",0.23535
"1506",156,"chromosome_1",0.23535
"1507",156,"chromosome_1",0.23535
"1508",156,"chromosome_1",0.23535
"1509",156,"chromosome_1",0.23535
"1510",156,"chromosome_1",0.23535
"1511",156,"chromosome_1",0.23535
"1512",156,"chromosome_1",0.23535
"1513",156,"chromosome_1",0.23535
"1514",156,"chromosome_1",0.23535
"1515",156,"chromosome_1",0.23535
"1516",156,"chromosome_1",0.23535
"1517",156,"chromosome_1",0.23535
"1518",156,"chromosome_1",0.23535
"1519",156,"chromosome_1",0.23535
"1520",156,"chromosome_1",0.23535
"1521",156,"chromosome_1",0.23535
"1522",156,"chromosome_1",0.23535
"1523",156,"chromosome_1",0.23535
"1524",156,"chromosome_1",0.23535
"1525",156,"chromosome_1",0.23535
"1526",156,"chromosome_1",0.23535
"1527",156,"chromosome_1",0.23535
"1528",156,"chromosome_1",0.23535
"1529",156,"chromosome_1",0.23535
"1530",156,"chromosome_1",0.23535
"1531",156,"chromosome_1",0.23535
"1532",156,"chromosome_1",0.23535
"1533",156,"chromosome_1",0.23535
"1534",157,"chromosome_1",1
"1535",227,"chromosome_1",1
"1536",156,"chromosome_1",0.23535
"1537",156,"chromosome_1",0.23535
"1538",156,"chromosome_1",0.23535
"1539",156,"chromosome_1",0.23535
"1540",156,"chromosome_1",0.23535
"1541",156,"chromosome_1",0.23535
"1542",156,"chromosome_1",0.23535
"1543",156,"chromosome_1",0.23535
"1544",156,"chromosome_1",0.23535
"1545",156,"chromosome_1",0.23535
"1546",156,"chromosome_1",0.23535
"1547",156,"chromosome_1",0.23535
"1548",156,"chromosome_1",0.23535
"1549",228,"chromosome_1",1
"1550",156,"chromosome_1",0.23535
"1551",156,"chromosome_1",0.23535
"1552",156,"chromosome_1",0.23535
"1553",156,"chromosome_1",0.23535
"1554",156,"chromosome_1",0.23535
"1555",156,"chromosome_1",0.23535
"1556",156,"chromosome_1",0.23535
"1557",156,"chromosome_1",0.23535
"1558",156,"chromosome_1",0.23535
"1559",156,"chromosome_1",0.23535
"1560",156,"chromosome_1",0.23535
"1561",156,"chromosome_1",0.23535
"1562",156,"chromosome_1",0.23535
"1563",229,"chromosome_1",1
"1564",157,"chromosome_1",1
"1565",156,"chromosome_1",0.23535
"1566",230,"chromosome_1",1
"1567",231,"chromosome_1",1
"1568",231,"chromosome_1",1
"1569",232,"chromosome_1",1
"1570",233,"chromosome_1",1
"1571",233,"chromosome_1",1
"1572",233,"chromosome_1",1
"1573",233,"chromosome_1",1
"1574",234,"chromosome_1",1
"1575",234,"chromosome_1",1
"1576",234,"chromosome_1",1
"1577",235,"chromosome_1",0.49695
"1578",236,"chromosome_1",0.50325
"1579",237,"chromosome_1",1
"1580",NA,"chromosome_1",NA
"1581",NA,"chromosome_1",NA
"1582",NA,"chromosome_1",NA
"1583",NA,"chromosome_1",NA
"1584",NA,"chromosome_1",NA
"1585",NA,"chromosome_1",NA
"1586",NA,"chromosome_1",NA
"1587",NA,"chromosome_1",NA
"1588",NA,"chromosome_1",NA
"1589",NA,"chromosome_1",NA
"1590",NA,"chromosome_1",NA
"1591",NA,"chromosome_1",NA
"1592",238,"chromosome_1",1
"1593",239,"chromosome_1",1
"1594",239,"chromosome_1",1
"1595",240,"chromosome_1",0.4366
"1596",241,"chromosome_1",0.4374
"1597",242,"chromosome_1",1
"1598",243,"chromosome_1",0.5078
"1599",243,"chromosome_1",0.5078
"1600",NA,"chromosome_1",NA
"1601",NA,"chromosome_1",NA
"1602",244,"chromosome_1",1
"1603",244,"chromosome_1",1
"1604",245,"chromosome_1",1
"1605",246,"chromosome_1",1
"1606",247,"chromosome_1",1
"1607",247,"chromosome_1",1
"1608",248,"chromosome_1",1
"1609",248,"chromosome_1",1
"1610",248,"chromosome_1",1
"1611",249,"chromosome_1",1
"1612",249,"chromosome_1",1
"1613",249,"chromosome_1",1
"1614",249,"chromosome_1",1
"1615",249,"chromosome_1",1
"1616",249,"chromosome_1",1
"1617",249,"chromosome_1",1
"1618",249,"chromosome_1",1
"1619",249,"chromosome_1",1
"1620",249,"chromosome_1",1
"1621",249,"chromosome_1",1
"1622",249,"chromosome_1",1
"1623",249,"chromosome_1",1
"1624",249,"chromosome_1",1
"1625",249,"chromosome_1",1
"1626",249,"chromosome_1",1
"1627",249,"chromosome_1",1
"1628",249,"chromosome_1",1
"1629",249,"chromosome_1",1
"1630",249,"chromosome_1",1
"1631",249,"chromosome_1",1
"1632",249,"chromosome_1",1
"1633",249,"chromosome_1",1
"1634",250,"chromosome_1",1
"1635",250,"chromosome_1",1
"1636",250,"chromosome_1",1
"1637",251,"chromosome_1",1
"1638",252,"chromosome_1",1
"1639",252,"chromosome_1",1
"1640",252,"chromosome_1",1
"1641",252,"chromosome_1",1
"1642",252,"chromosome_1",1
"1643",252,"chromosome_1",1
"1644",252,"chromosome_1",1
